year,month,day,sentiment_index,sum,yqcfg,sscfg
2013,1,24,0.35329572,1,21,21
2013,1,25,0.16420951,1,20,21
2013,1,26,0.6614055,1,19,21
2013,1,27,0.22467186,1,16,21
2013,1,28,0.13262269,1,19,21
2013,1,29,0.04867462,1,19,21
2013,1,30,0.30753081,1,21,21
2013,1,31,0.21456404,1,20,21
2013,2,1,0.18048369,1,21,21
2013,2,2,0.56689097,1,16,21
2013,2,3,-0.0773806,1,13,21
2013,2,4,0.21752530,1,20,21
2013,2,5,0.25592814,1,21,21
2013,2,6,0.08000134,1,20,21
2013,2,7,0.21258749,1,19,21
2013,2,8,0.10906849,1,20,21
2013,2,9,-0.3750811,1,9,21
2013,2,10,0.32844520,1,11,21
2013,2,11,0.53940730,1,7,21
2013,2,12,0.55487526,1,11,21
2013,2,13,-0.0799947,1,9,21
2013,2,14,0.24490545,1,10,21
2013,2,15,0.21062140,1,9,21
2013,2,16,0.42637961,1,12,21
2013,2,17,0.44260251,1,15,21
2013,2,18,0.22957949,1,21,21
2013,2,19,0.06302777,1,19,21
2013,2,20,0.19294255,1,20,21
2013,2,21,-0.1436778,1,20,21
2013,2,22,0.10207846,1,20,21
2013,2,23,0.56529891,1,17,21
2013,2,24,0.18516965,1,13,21
2013,2,25,0.49429129,1,20,21
2013,2,26,-0.0356633,1,21,21
2013,2,27,-0.0515919,1,21,21
2013,2,28,0.21864110,1,21,21
2013,3,1,0.22563070,1,21,21
2013,3,2,0.71589997,1,19,21
2013,3,3,0.45197286,1,15,21
2013,3,4,0.18463542,1,20,21
2013,3,5,0.05692296,1,20,21
2013,3,6,0.27867406,1,21,21
2013,3,7,-0.1314600,1,21,21
2013,3,8,0.32587830,1,21,21
2013,3,9,0.78415512,1,13,21
2013,3,10,0.42822168,1,16,21
2013,3,11,0.18307366,1,19,21
2013,3,12,0.22429761,1,21,21
2013,3,13,0.10771053,1,21,21
2013,3,14,0.21618873,1,21,21
2013,3,15,0.20106770,1,21,21
2013,3,16,0.40841706,1,19,21
2013,3,17,-0.1604427,1,17,21
2013,3,18,0.29069839,1,21,21
2013,3,19,0.34781274,1,21,21
2013,3,20,0.46937701,1,20,21
2013,3,21,0.10472905,1,20,21
2013,3,22,0.30085035,1,21,21
2013,3,23,0.70591804,1,17,21
2013,3,24,0.18255016,1,13,21
2013,3,25,-0.0018847,1,20,21
2013,3,26,0.27326141,1,20,21
2013,3,27,0.19994958,1,21,21
2013,3,28,0.26470686,1,21,21
2013,3,29,0.16338709,1,20,21
2013,3,30,0.78559091,1,19,21
2013,3,31,0.29887824,1,14,21
2013,4,1,0.05580538,1,21,21
2013,4,2,0.09546729,1,19,21
2013,4,3,0.31882832,1,18,21
2013,4,4,0.21679827,1,15,21
2013,4,5,0.47135891,1,8,21
2013,4,6,0.46815678,1,11,21
2013,4,7,0.57768222,1,17,21
2013,4,8,-0.1377362,1,20,21
2013,4,9,-0.0350322,1,21,21
2013,4,10,0.39554656,1,19,21
2013,4,11,0.21899460,1,21,21
2013,4,12,0.17617836,1,21,21
2013,4,13,0.53872780,1,12,21
2013,4,14,0.23016583,1,10,21
2013,4,15,0.08071212,1,20,21
2013,4,16,0.35307114,1,21,21
2013,4,17,0.05562559,1,20,21
2013,4,18,0.41269446,1,21,21
2013,4,19,-0.0434307,1,21,21
2013,4,20,-0.2578414,1,17,21
2013,4,21,0.16964951,1,11,21
2013,4,22,-0.1996572,1,21,21
2013,4,23,0.33043391,1,21,21
2013,4,24,0.19410318,1,21,21
2013,4,25,0.25549841,1,20,21
2013,4,26,0.23751769,1,18,21
2013,4,27,0.51872067,1,16,21
2013,4,28,0.82810035,1,21,21
2013,4,29,0.00330481,1,11,21
2013,4,30,0.06876463,1,10,21
2013,5,1,0.21541496,1,12,21
2013,5,2,0.06534226,1,21,21
2013,5,3,0.01102027,1,20,21
2013,5,4,0.65007724,1,18,21
2013,5,5,0.16648922,1,15,21
2013,5,6,0.47785829,1,21,21
2013,5,7,0.30622825,1,21,21
2013,5,8,0.27602906,1,21,21
2013,5,9,0.39096314,1,21,21
2013,5,10,0.07342580,1,19,21
2013,5,11,0.40541013,1,19,21
2013,5,12,0.51725765,1,16,21
2013,5,13,0.33895941,1,20,21
2013,5,14,0.33195486,1,21,21
2013,5,15,0.47787944,1,21,21
2013,5,16,0.10141567,1,21,21
2013,5,17,0.34112464,1,20,21
2013,5,18,0.63945751,1,18,21
2013,5,19,0.67545207,1,17,21
2013,5,20,0.20098341,1,21,21
2013,5,21,0.40745568,1,21,21
2013,5,22,0.11656651,1,21,21
2013,5,23,0.16869700,1,21,21
2013,5,24,-0.0501785,1,21,21
2013,5,25,0.36837314,1,15,21
2013,5,26,0.52797803,1,12,21
2013,5,27,0.07901174,1,21,21
2013,5,28,0.11175012,1,21,21
2013,5,29,0.30835411,1,21,21
2013,5,30,0.02474951,1,21,21
2013,5,31,0.42906603,1,21,21
2013,6,1,0.76990489,1,19,21
2013,6,2,0.22003586,1,16,21
2013,6,3,-0.0076346,1,20,21
2013,6,4,0.07253665,1,21,21
2013,6,5,0.00678528,1,21,21
2013,6,6,0.09057121,1,21,21
2013,6,7,0.16704474,1,21,21
2013,6,8,0.66764133,1,20,21
2013,6,9,0.36389442,1,18,21
2013,6,10,0.62797561,1,12,21
2013,6,11,0.08464077,1,14,21
2013,6,12,0.26885146,1,15,21
2013,6,13,0.20070124,1,21,21
2013,6,14,-0.0074296,1,21,21
2013,6,15,0.37007115,1,15,21
2013,6,16,0.40688181,1,15,21
2013,6,17,0.30763948,1,21,21
2013,6,18,0.19538292,1,21,21
2013,6,19,0.25851897,1,21,21
2013,6,20,-0.0094671,1,21,21
2013,6,21,0.20309787,1,21,21
2013,6,22,0.16467788,1,17,21
2013,6,23,0.61328745,1,17,21
2013,6,24,0.02709508,1,21,21
2013,6,25,0.00217577,1,21,21
2013,6,26,0.14928985,1,21,21
2013,6,27,0.21006009,1,21,21
2013,6,28,0.19850599,1,21,21
2013,6,29,0.53156882,1,13,21
2013,6,30,0.00350811,1,15,21
2013,7,1,0.30323777,1,20,21
2013,7,2,0.39190996,1,21,21
2013,7,3,0.28490616,1,21,21
2013,7,4,0.26997403,1,21,21
2013,7,5,0.12800458,1,21,21
2013,7,6,0.33218690,1,19,21
2013,7,7,0.29293087,1,18,21
2013,7,8,0.01070111,1,20,21
2013,7,9,0.02226378,1,21,21
2013,7,10,0.11854169,1,21,21
2013,7,11,0.26124421,1,21,21
2013,7,12,0.17854029,1,21,21
2013,7,13,0.25133275,1,15,21
2013,7,14,0.18662759,1,17,21
2013,7,15,0.25261820,1,21,21
2013,7,16,0.36359003,1,21,21
2013,7,17,0.34881865,1,21,21
2013,7,18,0.58486532,1,21,21
2013,7,19,0.09248808,1,21,21
2013,7,20,0.53349758,1,17,21
2013,7,21,0.52297626,1,17,21
2013,7,22,0.54335481,1,21,21
2013,7,23,0.01565325,1,21,21
2013,7,24,0.14837804,1,21,21
2013,7,25,0.13844196,1,21,21
2013,7,26,0.10942201,1,21,21
2013,7,27,0.37009268,1,14,21
2013,7,28,0.04010825,1,19,21
2013,7,29,0.10086347,1,21,21
2013,7,30,0.16932255,1,21,21
2013,7,31,0.15088986,1,21,21
2013,8,1,0.37993389,1,21,21
2013,8,2,0.18523592,1,21,21
2013,8,3,0.53981051,1,18,21
2013,8,4,0.35480461,1,19,21
2013,8,5,0.04101851,1,21,21
2013,8,6,0.17751511,1,21,21
2013,8,7,0.23715506,1,21,21
2013,8,8,0.08371213,1,21,21
2013,8,9,0.17705152,1,21,21
2013,8,10,0.39713895,1,16,21
2013,8,11,0.46028532,1,18,21
2013,8,12,-0.0074895,1,21,21
2013,8,13,0.12110820,1,21,21
2013,8,14,0.14905004,1,21,21
2013,8,15,0.2708006,1,21,21
2013,8,16,0.15772164,1,21,21
2013,8,17,0.17158398,1,15,21
2013,8,18,0.21779091,1,19,21
2013,8,19,0.09735618,1,20,21
2013,8,20,0.11093384,1,21,21
2013,8,21,0.05966204,1,21,21
2013,8,22,0.10526348,1,21,21
2013,8,23,0.25407155,1,21,21
2013,8,24,0.47162108,1,17,21
2013,8,25,0.31305201,1,17,21
2013,8,26,0.15596587,1,21,21
2013,8,27,0.05757356,1,21,21
2013,8,28,0.42388997,1,21,21
2013,8,29,0.23900312,1,21,21
2013,8,30,0.19108109,1,21,21
2013,8,31,0.32875591,1,20,21
2013,9,1,0.26623658,1,17,21
2013,9,2,0.28722496,1,21,21
2013,9,3,0.35684728,1,21,21
2013,9,4,0.29987727,1,20,21
2013,9,5,0.14129827,1,21,21
2013,9,6,0.15569567,1,21,21
2013,9,7,0.21156093,1,15,21
2013,9,8,0.7058435,1,16,21
2013,9,9,0.16272360,1,21,21
2013,9,10,0.24887398,1,21,21
2013,9,11,0.09743103,1,21,21
2013,9,12,-0.0416626,1,21,21
2013,9,13,0.20041713,1,21,21
2013,9,14,0.59176498,1,21,21
2013,9,15,0.67001978,1,20,21
2013,9,16,0.30024978,1,21,21
2013,9,17,0.41118267,1,21,21
2013,9,18,0.25712794,1,21,21
2013,9,19,0.56527995,1,18,21
2013,9,20,0.20275768,1,17,21
2013,9,21,0.19342441,1,13,21
2013,9,22,0.05117256,1,20,21
2013,9,23,0.32816563,1,21,21
2013,9,24,0.33451705,1,21,21
2013,9,25,0.26452219,1,21,21
2013,9,26,0.05908274,1,21,21
2013,9,27,0.14182268,1,21,21
2013,9,28,0.62597360,1,18,21
2013,9,29,0.60928940,1,18,21
2013,9,30,0.23625886,1,21,21
2013,10,1,0.45329903,1,15,21
2013,10,2,0.01493057,1,14,21
2013,10,3,0.32989482,1,13,21
2013,10,4,0.25098118,1,12,21
2013,10,5,-0.1633600,1,11,21
2013,10,6,0.34183466,1,12,21
2013,10,7,0.24901992,1,17,21
2013,10,8,0.26156233,1,21,21
2013,10,9,0.06237207,1,20,21
2013,10,10,0.17341306,1,21,21
2013,10,11,0.38068030,1,21,21
2013,10,12,0.45420798,1,19,21
2013,10,13,0.25746229,1,20,21
2013,10,14,0.18128895,1,21,21
2013,10,15,0.35706425,1,21,21
2013,10,16,0.20427641,1,21,21
2013,10,17,0.18336467,1,20,21
2013,10,18,0.1044844,1,21,21
2013,10,19,0.69159897,1,19,21
2013,10,20,0.62964816,1,19,21
2013,10,21,0.19243193,1,20,21
2013,10,22,-0.0198992,1,21,21
2013,10,23,0.14146707,1,21,21
2013,10,24,0.09699220,1,21,21
2013,10,25,0.29227422,1,21,21
2013,10,26,0.63611853,1,18,21
2013,10,27,0.31562018,1,18,21
2013,10,28,0.14420399,1,21,21
2013,10,29,0.40315213,1,21,21
2013,10,30,0.04128610,1,20,21
2013,10,31,0.29594836,1,21,21
2013,11,1,0.30629907,1,20,21
2013,11,2,0.54094310,1,18,21
2013,11,3,0.33611078,1,16,21
2013,11,4,0.23954483,1,21,21
2013,11,5,0.14694824,1,21,21
2013,11,6,0.22879229,1,21,21
2013,11,7,0.23868814,1,21,21
2013,11,8,0.11109341,1,21,21
2013,11,9,0.51220929,1,20,21
2013,11,10,0.25091998,1,18,21
2013,11,11,0.04395065,1,20,21
2013,11,12,0.15718949,1,20,21
2013,11,13,0.28438612,1,21,21
2013,11,14,0.12834858,1,21,21
2013,11,15,0.24830388,1,21,21
2013,11,16,0.48390238,1,18,21
2013,11,17,0.51136573,1,15,21
2013,11,18,0.18513819,1,21,21
2013,11,19,0.24575412,1,21,21
2013,11,20,0.20883842,1,21,21
2013,11,21,0.17877306,1,21,21
2013,11,22,0.21868492,1,21,21
2013,11,23,0.44996319,1,18,21
2013,11,24,0.45260100,1,18,21
2013,11,25,0.21596472,1,20,21
2013,11,26,0.22037990,1,20,21
2013,11,27,0.19140646,1,20,21
2013,11,28,0.12090715,1,21,21
2013,11,29,0.24917369,1,21,21
2013,11,30,0.70156669,1,19,21
2013,12,1,0.51017957,1,19,21
2013,12,2,0.14666691,1,21,21
2013,12,3,0.23594027,1,21,21
2013,12,4,0.13206916,1,21,21
2013,12,5,0.00574671,1,21,21
2013,12,6,0.07105164,1,21,21
2013,12,7,0.48381004,1,16,21
2013,12,8,0.02581043,1,19,21
2013,12,9,0.24086093,1,21,21
2013,12,10,0.09825077,1,21,21
2013,12,11,0.32549555,1,21,21
2013,12,12,0.15863344,1,21,21
2013,12,13,0.09718165,1,20,21
2013,12,14,0.50897919,1,13,21
2013,12,15,0.60273647,1,17,21
2013,12,16,-0.1599926,1,20,21
2013,12,17,0.12719964,1,21,21
2013,12,18,-0.1238501,1,21,21
2013,12,19,0.18449959,1,21,21
2013,12,20,0.12408369,1,21,21
2013,12,21,0.58153485,1,16,21
2013,12,22,0.12022434,1,18,21
2013,12,23,0.02396897,1,21,21
2013,12,24,0.1225074,1,21,21
2013,12,25,0.32559493,1,21,21
2013,12,26,0.57687614,1,21,21
2013,12,27,0.14545273,1,21,21
2013,12,28,0.74118164,1,16,21
2013,12,29,0.09529217,1,16,21
2013,12,30,0.22205647,1,19,21
2013,12,31,0.24141288,1,20,21
2014,1,1,0.32788513,1,18,21
2014,1,2,0.29437874,1,21,21
2014,1,3,0.28191395,1,21,21
2014,1,4,0.24722313,1,19,21
2014,1,5,0.32967451,1,16,21
2014,1,6,0.25588354,1,22,21
2014,1,7,0.16305541,1,22,21
2014,1,8,0.05714248,1,21,21
2014,1,9,0.21051145,1,20,21
2014,1,10,0.27234663,1,22,21
2014,1,11,0.23097191,1,18,21
2014,1,12,0.55347615,1,17,21
2014,1,13,0.21057877,1,22,21
2014,1,14,0.30378860,1,21,21
2014,1,15,0.22155126,1,22,21
2014,1,16,0.25039779,1,22,21
2014,1,17,0.12893665,1,21,21
2014,1,18,0.40842745,1,18,21
2014,1,19,0.60685021,1,16,21
2014,1,20,0.32409968,1,22,21
2014,1,21,0.44243895,1,22,21
2014,1,22,0.38739924,1,22,21
2014,1,23,0.44825679,1,22,22
2014,1,24,0.25779912,1,21,22
2014,1,25,0.64573906,1,18,22
2014,1,26,0.49416547,1,17,22
2014,1,27,0.31437159,1,22,22
2014,1,28,0.22045401,1,21,22
2014,1,29,0.32181237,1,20,22
2014,1,30,0.42933287,1,22,22
2014,1,31,0.27751820,1,14,22
2014,2,1,0.01928927,1,7,22
2014,2,2,0.66050773,1,14,22
2014,2,3,-0.0002900,1,11,22
2014,2,4,0.03256273,1,10,22
2014,2,5,0.10970597,1,11,22
2014,2,6,0.27058462,1,12,22
2014,2,7,0.40203906,1,21,22
2014,2,8,0.59873976,1,17,22
2014,2,9,0.32424707,1,14,22
2014,2,10,0.14732326,1,22,22
2014,2,11,0.10977366,1,22,22
2014,2,12,0.34556822,1,22,22
2014,2,13,0.15005735,1,22,22
2014,2,14,0.19956430,1,22,22
2014,2,15,0.48660956,1,21,22
2014,2,16,0.31274787,1,17,22
2014,2,17,0.30069543,1,22,22
2014,2,18,0.21441294,1,22,22
2014,2,19,0.20275722,1,22,22
2014,2,20,0.24273367,1,22,22
2014,2,21,0.29835709,1,22,22
2014,2,22,0.49529440,1,21,22
2014,2,23,0.64258250,1,17,22
2014,2,24,0.30673844,1,22,22
2014,2,25,0.37226547,1,21,22
2014,2,26,0.21006468,1,21,22
2014,2,27,0.1841497,1,22,22
2014,2,28,0.13229857,1,21,22
2014,3,1,0.60353910,1,19,22
2014,3,2,0.35149520,1,17,22
2014,3,3,0.19271960,1,22,22
2014,3,4,0.19237423,1,22,22
2014,3,5,0.25971574,1,21,22
2014,3,6,0.24247272,1,22,22
2014,3,7,0.25995097,1,21,22
2014,3,8,0.34614912,1,19,22
2014,3,9,0.45710156,1,19,22
2014,3,10,0.02047976,1,20,22
2014,3,11,0.22268461,1,22,22
2014,3,12,0.20763229,1,22,22
2014,3,13,0.09339042,1,22,22
2014,3,14,0.24247126,1,22,22
2014,3,15,0.53362402,1,18,22
2014,3,16,0.26669432,1,16,22
2014,3,17,0.28250452,1,22,22
2014,3,18,0.20682084,1,22,22
2014,3,19,0.34361377,1,22,22
2014,3,20,0.11318109,1,22,22
2014,3,21,0.35904405,1,22,22
2014,3,22,0.62047840,1,20,22
2014,3,23,0.48833581,1,18,22
2014,3,24,0.12053547,1,20,22
2014,3,25,0.27528854,1,22,22
2014,3,26,0.26219515,1,21,22
2014,3,27,0.26205254,1,22,22
2014,3,28,0.10932802,1,21,22
2014,3,29,0.14177818,1,20,22
2014,3,30,0.24078420,1,18,22
2014,3,31,0.25294656,1,21,22
2014,4,1,0.40211557,1,22,22
2014,4,2,0.25321209,1,22,22
2014,4,3,0.14403674,1,22,22
2014,4,4,0.21625301,1,22,22
2014,4,5,-0.1165750,1,17,22
2014,4,6,0.18229200,1,12,22
2014,4,7,0.03770723,1,13,22
2014,4,8,0.32454872,1,22,22
2014,4,9,0.51726807,1,22,22
2014,4,10,0.37245762,1,22,22
2014,4,11,0.23386244,1,21,22
2014,4,12,0.65999243,1,20,22
2014,4,13,0.38722426,1,13,22
2014,4,14,0.43613501,1,21,22
2014,4,15,0.15406632,1,22,22
2014,4,16,0.53899106,1,22,22
2014,4,17,0.11870148,1,22,22
2014,4,18,0.34189958,1,22,22
2014,4,19,0.46188503,1,20,22
2014,4,20,0.46644663,1,19,22
2014,4,21,0.23450559,1,22,22
2014,4,22,0.26593542,1,22,22
2014,4,23,0.09541141,1,22,22
2014,4,24,0.21187980,1,22,22
2014,4,25,0.48837052,1,22,22
2014,4,26,0.36049933,1,19,22
2014,4,27,0.22602008,1,18,22
2014,4,28,0.41624976,1,21,22
2014,4,29,0.29262802,1,22,22
2014,4,30,0.24844313,1,22,22
2014,5,1,0.49653300,1,12,22
2014,5,2,0.36853556,1,11,22
2014,5,3,0.15675676,1,11,22
2014,5,4,0.30774387,1,13,22
2014,5,5,0.52389287,1,21,22
2014,5,6,0.46272977,1,21,22
2014,5,7,0.28670675,1,22,22
2014,5,8,0.34433593,1,21,22
2014,5,9,0.23076434,1,22,22
2014,5,10,0.25192166,1,17,22
2014,5,11,0.35757178,1,15,22
2014,5,12,0.24943492,1,21,22
2014,5,13,0.41406341,1,22,22
2014,5,14,0.15235200,1,21,22
2014,5,15,0.16970342,1,21,22
2014,5,16,0.42801424,1,21,22
2014,5,17,0.60584142,1,16,22
2014,5,18,0.32566203,1,17,22
2014,5,19,0.41014231,1,22,22
2014,5,20,0.26153645,1,22,22
2014,5,21,0.19091499,1,21,22
2014,5,22,0.51815551,1,21,22
2014,5,23,0.28558026,1,22,22
2014,5,24,0.39296732,1,16,22
2014,5,25,0.59054555,1,17,22
2014,5,26,0.40474005,1,21,22
2014,5,27,0.27788136,1,22,22
2014,5,28,0.09604291,1,21,22
2014,5,29,0.21167833,1,22,22
2014,5,30,0.4482252,1,22,22
2014,5,31,0.75648085,1,15,22
2014,6,1,-0.1281431,1,10,22
2014,6,2,0.30506563,1,12,22
2014,6,3,0.17117917,1,22,22
2014,6,4,0.17561793,1,22,22
2014,6,5,0.35379752,1,21,22
2014,6,6,0.26476114,1,20,22
2014,6,7,0.59238187,1,13,22
2014,6,8,0.48292842,1,12,22
2014,6,9,0.13642026,1,21,22
2014,6,10,0.24208558,1,21,22
2014,6,11,0.56354052,1,22,22
2014,6,12,0.53526082,1,22,22
2014,6,13,0.22513575,1,22,22
2014,6,14,0.16232380,1,20,22
2014,6,15,0.57521845,1,15,22
2014,6,16,0.40355496,1,21,22
2014,6,17,0.21303904,1,21,22
2014,6,18,0.31694908,1,20,22
2014,6,19,0.03601205,1,21,22
2014,6,20,0.45150518,1,23,22
2014,6,21,0.67017111,1,17,22
2014,6,22,0.26353713,1,15,22
2014,6,23,0.28640793,1,22,22
2014,6,24,0.37392849,1,23,22
2014,6,25,0.28359057,1,22,22
2014,6,26,0.07922280,1,22,22
2014,6,27,0.40213404,1,22,22
2014,6,28,0.38559640,1,12,22
2014,6,29,0.05532552,1,14,22
2014,6,30,0.25553976,1,22,22
2014,7,1,0.48017973,1,22,22
2014,7,2,0.26910890,1,22,22
2014,7,3,0.51183187,1,22,22
2014,7,4,0.16231445,1,22,22
2014,7,5,0.19279593,1,20,22
2014,7,6,0.42893794,1,15,22
2014,7,7,0.33918768,1,20,22
2014,7,8,0.40879629,1,22,22
2014,7,9,0.43857442,1,22,22
2014,7,10,0.30920083,1,22,22
2014,7,11,0.48123963,1,23,22
2014,7,12,0.42077449,1,17,22
2014,7,13,0.49651001,1,15,22
2014,7,14,0.39908214,1,22,22
2014,7,15,0.51364718,1,23,22
2014,7,16,0.45559915,1,22,22
2014,7,17,0.33915424,1,22,22
2014,7,18,0.14236359,1,22,22
2014,7,19,0.70875934,1,20,22
2014,7,20,0.38988455,1,14,22
2014,7,21,0.55974222,1,23,22
2014,7,22,0.23094114,1,22,22
2014,7,23,0.41197649,1,22,22
2014,7,24,0.15785554,1,22,22
2014,7,25,0.49435356,1,22,22
2014,7,26,0.47412559,1,16,22
2014,7,27,0.15240886,1,13,22
2014,7,28,0.17046171,1,22,22
2014,7,29,0.31490216,1,23,22
2014,7,30,0.35137386,1,22,22
2014,7,31,0.45964524,1,22,23
2014,8,1,0.18153466,1,22,23
2014,8,2,0.54244586,1,18,23
2014,8,3,0.49307017,1,18,23
2014,8,4,0.03474529,1,23,23
2014,8,5,0.38872849,1,22,23
2014,8,6,0.11949988,1,23,23
2014,8,7,0.11056191,1,23,23
2014,8,8,0.36760876,1,23,23
2014,8,9,0.33889353,1,17,23
2014,8,10,0.40268978,1,16,23
2014,8,11,0.29135185,1,23,23
2014,8,12,0.42108936,1,22,23
2014,8,13,0.20343343,1,23,23
2014,8,14,0.13608796,1,23,23
2014,8,15,0.31317382,1,23,23
2014,8,16,0.4409914,1,18,23
2014,8,17,0.27607359,1,15,23
2014,8,18,0.23604098,1,22,23
2014,8,19,0.35759962,1,24,23
2014,8,20,0.16089966,1,24,23
2014,8,21,0.25252646,1,24,23
2014,8,22,0.27924485,1,23,23
2014,8,23,0.59388879,1,15,23
2014,8,24,0.00843852,1,18,23
2014,8,25,0.44007935,1,24,23
2014,8,26,0.28760680,1,24,23
2014,8,27,0.09107539,1,24,23
2014,8,28,0.31592574,1,24,23
2014,8,29,0.27022321,1,24,23
2014,8,30,0.60203109,1,21,23
2014,8,31,0.35949313,1,17,23
2014,9,1,0.18735629,1,24,23
2014,9,2,0.35183962,1,24,23
2014,9,3,0.12246543,1,23,23
2014,9,4,0.26235506,1,24,23
2014,9,5,0.21072451,1,24,24
2014,9,6,0.02563708,1,15,24
2014,9,7,0.67079681,1,17,24
2014,9,8,0.47947144,1,16,24
2014,9,9,0.26987416,1,24,24
2014,9,10,0.37395802,1,24,24
2014,9,11,0.32886053,1,24,24
2014,9,12,0.14825870,1,24,24
2014,9,13,0.68258396,1,21,24
2014,9,14,0.21722897,1,21,24
2014,9,15,0.03300909,1,23,24
2014,9,16,0.00453245,1,24,24
2014,9,17,0.30438781,1,23,24
2014,9,18,0.27912008,1,23,24
2014,9,19,0.08177693,1,24,24
2014,9,20,0.09509175,1,19,24
2014,9,21,0.16294756,1,18,24
2014,9,22,0.10373055,1,24,24
2014,9,23,0.18099382,1,24,24
2014,9,24,0.25802251,1,22,24
2014,9,25,0.22311465,1,24,24
2014,9,26,0.23913355,1,23,24
2014,9,27,0.44685912,1,16,24
2014,9,28,0.19665444,1,19,24
2014,9,29,0.29055496,1,22,24
2014,9,30,0.2799966,1,24,24
2014,10,1,0.35147044,1,17,24
2014,10,2,0.14201069,1,14,24
2014,10,3,-0.1684133,1,8,24
2014,10,4,0.13583474,1,9,24
2014,10,5,0.17345142,1,14,24
2014,10,6,0.25908931,1,12,24
2014,10,7,0.20871931,1,17,24
2014,10,8,0.19891683,1,23,24
2014,10,9,0.25398064,1,23,24
2014,10,10,0.16664447,1,23,24
2014,10,11,0.40856091,1,19,24
2014,10,12,0.37360079,1,21,24
2014,10,13,0.20109522,1,23,24
2014,10,14,0.25480064,1,24,24
2014,10,15,0.16785985,1,23,24
2014,10,16,0.14662634,1,23,24
2014,10,17,0.17775766,1,23,24
2014,10,18,0.67879692,1,17,24
2014,10,19,0.22394389,1,19,24
2014,10,20,0.23612003,1,22,24
2014,10,21,0.23705543,1,24,24
2014,10,22,0.22919149,1,24,24
2014,10,23,0.39069331,1,23,24
2014,10,24,0.31446657,1,24,24
2014,10,25,0.36620833,1,17,24
2014,10,26,0.38374024,1,16,24
2014,10,27,0.15293463,1,23,24
2014,10,28,0.26844056,1,23,24
2014,10,29,0.22997492,1,22,24
2014,10,30,0.17357841,1,24,24
2014,10,31,0.36879175,1,23,24
2014,11,1,0.39230340,1,19,24
2014,11,2,0.52679107,1,17,24
2014,11,3,0.24242408,1,23,24
2014,11,4,0.18293933,1,22,24
2014,11,5,0.42516397,1,24,24
2014,11,6,0.03226859,1,22,24
2014,11,7,0.13813716,1,24,24
2014,11,8,0.45296790,1,19,24
2014,11,9,0.26466517,1,16,24
2014,11,10,0.16475742,1,24,24
2014,11,11,0.20910786,1,23,24
2014,11,12,0.13590550,1,23,24
2014,11,13,0.21591967,1,21,24
2014,11,14,0.31461422,1,24,24
2014,11,15,0.19207458,1,18,24
2014,11,16,0.32127367,1,17,24
2014,11,17,0.11166331,1,22,24
2014,11,18,0.12103110,1,22,24
2014,11,19,0.29988604,1,24,24
2014,11,20,0.20782597,1,24,24
2014,11,21,0.23818482,1,24,24
2014,11,22,0.01333066,1,17,24
2014,11,23,0.27151926,1,15,24
2014,11,24,0.14863644,1,23,24
2014,11,25,0.19754460,1,22,24
2014,11,26,0.26408853,1,23,24
2014,11,27,0.14231476,1,22,24
2014,11,28,0.02988073,1,23,24
2014,11,29,0.30634289,1,18,24
2014,11,30,0.41027701,1,22,24
2014,12,1,0.08956297,1,23,24
2014,12,2,0.14435302,1,23,24
2014,12,3,0.02041515,1,24,24
2014,12,4,0.1348895,1,24,24
2014,12,5,0.26869932,1,24,24
2014,12,6,0.47270611,1,18,24
2014,12,7,0.43941005,1,20,24
2014,12,8,0.01824176,1,24,24
2014,12,9,0.14117475,1,24,24
2014,12,10,0.31454973,1,23,24
2014,12,11,0.19223336,1,22,24
2014,12,12,0.07956358,1,24,24
2014,12,13,0.58003990,1,20,24
2014,12,14,0.50312795,1,24,24
2014,12,15,0.38952119,1,24,24
2014,12,16,0.13043285,1,23,24
2014,12,17,0.18952742,1,22,24
2014,12,18,0.31075339,1,23,24
2014,12,19,0.11169762,1,23,24
2014,12,20,0.51970418,1,20,24
2014,12,21,0.48697238,1,20,24
2014,12,22,0.14425446,1,22,24
2014,12,23,0.25852707,1,22,24
2014,12,24,0.22675952,1,23,24
2014,12,25,0.05344418,1,24,24
2014,12,26,0.15821165,1,24,24
2014,12,27,0.37571916,1,22,24
2014,12,28,0.51164293,1,20,24
2014,12,29,0.28563607,1,24,24
2014,12,30,0.13626708,1,24,24
2014,12,31,0.23093975,1,24,24
2015,1,1,0.66229405,1,19,24
2015,1,2,0.52208285,1,18,24
2015,1,3,0.63377200,1,16,24
2015,1,4,0.48679069,1,22,24
2015,1,5,0.27170833,1,23,24
2015,1,6,0.37753284,1,24,24
2015,1,7,0.28081900,1,23,24
2015,1,8,0.30056643,1,21,24
2015,1,9,0.11450461,1,23,24
2015,1,10,0.3109772,1,17,24
2015,1,11,0.38096746,1,18,24
2015,1,12,0.04359114,1,23,24
2015,1,13,0.09291485,1,22,24
2015,1,14,0.29548785,1,22,24
2015,1,15,0.23497551,1,23,24
2015,1,16,0.23958561,1,22,24
2015,1,17,0.35017481,1,20,24
2015,1,18,0.59898618,1,19,24
2015,1,19,0.10423313,1,21,24
2015,1,20,0.27968283,1,23,24
2015,1,21,0.26077898,1,23,24
2015,1,22,0.08051328,1,23,24
2015,1,23,0.05908498,1,23,24
2015,1,24,0.57227509,1,18,24
2015,1,25,0.51273198,1,18,24
2015,1,26,-0.0133695,1,22,24
