,v,RGARCH
0,1.6462237690783506,2.492537121334046
1,2.209565293727636,2.49252895779781
2,0.8333028269718085,2.4925200535368623
3,0.11081044589692089,2.492513000276388
4,0.08944268545808999,2.492507506421384
5,0.02494475930881,2.49250363053714
6,0.00037231632025,2.492497686339719
7,0.70127242388401,2.492497141551695
8,1.1820849900007826,2.492491886012224
9,0.29421576795556004,2.492486965074993
10,0.0221489371785361,2.4924862900620934
11,0.048971831097639994,2.4924843152151666
12,0.67348710303876,2.492482541106003
13,0.16920775299169,2.4924857924584187
14,0.0818207637540241,2.492481813337351
15,0.0476578807569225,2.4924812919147468
16,0.09941620882728959,2.492477449337671
17,0.49082943070084,2.4924779806300648
18,0.539614049731433,2.492488955457027
19,1.08852684696001,2.4924858687626212
20,1.01723999364e-05,2.4924809153937115
21,0.0499852798182544,2.492477164383494
22,0.0094010205324996,2.4924733820262404
23,0.07064403173130249,2.4924712886588876
24,0.023068770719764903,2.492466980119095
25,0.007382796298240001,2.492466153107675
26,0.08803468780096,2.4924636942442535
27,0.011894450044422399,2.4924644401099036
28,0.8830495277611226,2.4924660065193667
29,0.08264952263688999,2.4924690680132064
30,0.02687783186916,2.4924653881494594
31,0.0334049386972324,2.492462156223173
32,0.1598279422809169,2.4924624324543987
33,0.3531009618445401,2.492462274520383
34,0.5284239101043985,2.4924651410047236
35,0.5389205900486521,2.4924697303999803
36,0.1774940354661681,2.492478473117559
37,0.0006022660800321,2.4924761078461675
38,1.4396284319723287,2.492474444417811
39,0.4419676691461201,2.492477667605853
40,0.0286298447166736,2.4925129701104907
41,0.0013504419626896,2.4925065673674007
42,0.6478701272544399,2.4925055561859275
43,0.0605727015156484,2.4925039966199534
44,0.047085367490056894,2.492499139497856
45,0.0389901198679056,2.49249531979315
46,0.02155097400625,2.492492397857875
47,0.68390683657956,2.4924874593376445
48,0.17797902187536002,2.4924841123066197
49,0.007520356665600099,2.4924786178003253
50,0.9221661797306255,2.492475743607174
51,0.42979599287335846,2.492476042927888
52,0.022064015738952097,2.49247212691873
53,0.22841643491566238,2.492469694850423
54,0.08345951212095998,2.492465726953518
55,0.145347750025,2.492473290230473
56,0.01845500514064,2.492475718324621
57,0.22412458378728042,2.4924748172626434
58,0.1374795065776441,2.4924719509060895
59,0.04549437309480999,2.4924728665002447
60,0.023068144961640103,2.4924712126872732
61,0.010454530806760001,2.4924692872299454
62,0.2667077430500025,2.492469397050268
63,0.8163876759222276,2.492475207158957
64,0.04937697300649,2.4924697918126504
65,0.0287346368274436,2.492466326967473
66,0.0051638265444529,2.49246483473874
67,0.015588396462250001,2.4924690220081676
68,0.12361686414561,2.492467457649399
69,0.021974724036787602,2.4924956086120975
70,0.11753355395498888,2.4924885025453154
71,0.20441285609615997,2.492483809125651
72,0.31892674969600004,2.492477606842119
73,0.3342152073199801,2.4924806913156736
74,0.6026755682081125,2.492480704496405
75,0.21623699716641,2.49247812957112
76,0.4695071939154024,2.492479770807327
77,1.289083271006681,2.4924765009184573
78,0.8170635384715488,2.4924777055896477
79,0.68908377425449,2.4924748292270476
80,3.14977696207321,2.4924806607595285
81,0.5209692555240001,2.4924910784752585
82,0.32324091543184,2.4924925829485143
83,0.0825644824849296,2.4924982909765467
84,1.7253441952160165,2.492519444484598
85,0.08662673470563999,2.4925133728071556
86,2.1937872525072097,2.4925151144956765
87,2.01994815150144,2.492529277247545
88,0.39369187113168996,2.4925247812513023
89,0.15725079216195997,2.4925208420869023
90,0.2562878576264161,2.492520839024997
91,0.42974894914576006,2.492514322230328
92,0.06007768655625,2.4925088338535177
93,0.12494661164929441,2.492502435016589
94,0.31261696358656,2.492495936579013
95,0.20246922116964003,2.4924991994522103
96,0.10028261228049001,2.492523202748843
97,0.0097826797092049,2.4925143286040283
98,1.6821446694150404,2.492512963957696
99,0.13433935876475558,2.492507332286366
100,0.022401055018832404,2.4925023881503585
101,0.2333071321723129,2.492497685849037
102,0.41942280353796,2.4924929725524674
103,0.48931577902321005,2.492495919588929
104,0.008149557570010001,2.4924957072561846
105,0.033106231903392395,2.492488203361265
106,0.1824985242263716,2.4924815086420145
107,0.6232781177641225,2.492481485307933
108,0.024244078166010003,2.492482309185021
109,0.06044527107844,2.4924829935335215
110,0.051170059264,2.4924852227269274
111,0.16106312013288998,2.492479806031453
112,0.0189777211681225,2.492474916685723
113,0.18240845627458088,2.4924711149251526
114,1.1906246461599501,2.4924665950129095
115,0.5834415393389025,2.492478650384854
116,0.036451744667559995,2.492472588599802
117,0.032925554116000004,2.49246939392492
118,0.00954128472025,2.4924708472421493
119,0.19761616723216,2.49246655639927
120,0.16370544878809,2.492468328872731
121,0.03165449447241,2.4924651924174612
122,2.7417878913902505,2.4924634965922943
123,2.27315506844196,2.4924780669072097
124,0.06469366815025,2.4924754652078667
125,0.00011135525624999999,2.4925023669628037
126,0.0682714241697601,2.4924914523952917
127,0.529483210676641,2.4924904837716406
128,0.5519461141541776,2.4924913110682083
129,0.13075212282735688,2.49248531674238
130,0.0619611664,2.4924893509598154
131,0.021435156056249998,2.492482406899198
132,0.5475661085244101,2.492476026740475
133,0.22572609132096,2.4924807708063446
134,0.17343385082520998,2.4924787633038035
135,1.52558242993809,2.4924795486299076
