date,year,month,day,open,close,high,low,volume,money,rt,rv,rk,rk2
2013/8/27,2013,8,27,881.06,882.01,882.97,874.56,500231800,5910865130,0.53905388,0.29057908,5.56E-05,3.55E-05
2013/8/28,2013,8,28,877.53,867.64,877.53,866.6,639004700,7210308814,-0.6665919,0.44434477,0.00012061,7.88E-05
2013/8/29,2013,8,29,870.18,863.51,873.73,859.55,607702300,7303519218,-0.6994601,0.48924446,7.15E-05,4.16E-05
2013/8/30,2013,8,30,862.6,852.87,866.27,848.88,711177800,7971391706,-0.8726259,0.76147598,0.00020059,0.00011964
2013/9/2,2013,9,2,857.2,862.63,863.96,850.17,549460500,6018627321,0.00151038,2.28E-06,8.88E-05,7.54E-05
2013/9/3,2013,9,3,863.87,879.36,879.6,861.73,700471400,7577484601,1.10845443,1.22867123,9.32E-05,3.93E-05
2013/9/4,2013,9,4,878.53,877.41,880.25,874.1,624380900,6659135015,0.67541875,0.45619048,3.16E-05,2.24E-05
2013/9/5,2013,9,5,877.07,876.37,883.75,875.43,728542600,7686152053,-0.1069094,0.01142962,4.12E-05,2.58E-05
2013/9/6,2013,9,6,875.19,885.53,889.79,871.17,767965700,8588942290,0.41690225,0.17380748,0.00013509,8.06E-05
2013/9/9,2013,9,9,886.83,893.6,894.37,885.51,832183900,9825805977,0.90408133,0.81736306,4.43E-05,2.57E-05
2013/9/10,2013,9,10,893.53,906.42,909.19,893.53,1020486000,1218048501,0.94891034,0.90043084,0.00021998,0.00010234
2013/9/11,2013,9,11,910.14,901.92,911.13,895.72,1013154500,1085847680,0.4058879,0.16474499,0.00010717,9.48E-05
2013/9/12,2013,9,12,899.4,898.17,905.27,895.64,763016900,8500396994,-0.5749656,0.33058552,4.48E-05,3.80E-05
2013/9/13,2013,9,13,902.97,900.77,906.01,896.07,698248400,7212449613,0.06610304,0.00436961,4.89E-05,3.47E-05
2013/9/16,2013,9,16,901.7,902.26,907.13,899.96,748457600,7524475151,-0.0341617,0.00116702,4.01E-05,2.73E-05
2013/9/17,2013,9,17,903.14,892.55,905.61,892.4,733601300,7319430137,-0.4429515,0.19620606,6.27E-05,3.46E-05
2013/9/18,2013,9,18,892.31,895.41,896.29,883.64,555955700,6138473120,-0.3733137,0.13936313,0.00011906,5.94E-05
2013/9/23,2013,9,23,897.57,919.76,920.21,897.56,816188700,8715495318,1.31587582,1.73152918,0.00011117,4.75E-05
2013/9/24,2013,9,24,920.49,915.34,921.88,908.49,936408000,9927357354,0.85141128,0.72490116,8.12E-05,4.72E-05
2013/9/25,2013,9,25,914.96,905.62,917.24,904.41,718670100,7823794023,-0.7073069,0.50028315,6.69E-05,4.76E-05
2013/9/26,2013,9,26,901.78,888.44,903.03,888.44,678897700,6871518414,-1.2774004,1.63175195,0.00011738,7.70E-05
2013/9/27,2013,9,27,888.01,895.8,899.34,888.01,625935900,6158272821,-0.2889541,0.08349447,6.99E-05,4.05E-05
2013/9/30,2013,9,30,901.08,904.41,912.36,899.66,626135900,7379089240,0.79474992,0.63162743,4.38E-05,2.86E-05
2013/10/8,2013,10,8,907.88,934.77,936.78,906.57,811549500,1100589053,1.59414155,2.5412873,0.00020301,7.81E-05
2013/10/9,2013,10,9,931.25,944.36,944.84,927.62,765077100,9902079875,1.71091345,2.92722484,6.73E-05,4.13E-05
2013/10/10,2013,10,10,943.97,941.2,953.95,937.6,810008000,9169648054,0.46156327,0.21304065,0.00025687,0.00014111
2013/10/11,2013,10,11,944.21,959.39,964.97,944.21,839094600,1010965619,0.7036995,0.49519299,0.00018929,9.31E-05
2013/10/14,2013,10,14,961.17,973.38,973.45,957.56,990104900,1148558167,1.32138228,1.74605115,0.0001496,8.19E-05
2013/10/15,2013,10,15,973.13,966.73,974.48,956.33,934681900,1162447934,0.25049888,0.06274969,0.00010992,7.50E-05
2013/10/16,2013,10,16,963.15,945.67,963.64,935.11,909652600,1137513498,-1.2431249,1.54535962,0.00044986,0.00023752
2013/10/17,2013,10,17,953.19,960.08,974.97,953.19,1258984400,1417247062,-0.1386506,0.01922399,0.00027875,0.00014424
2013/10/18,2013,10,18,958.82,960.12,960.68,948.29,762475200,9116224621,0.31460389,0.09897561,9.00E-05,5.18E-05
2013/10/21,2013,10,21,962.1,994.14,994.89,962.1,1054674100,1390463519,1.57104639,2.46818677,0.00019438,9.66E-05
2013/10/22,2013,10,22,998.03,985.45,1011.96,983.32,1261166100,1674639009,1.04143791,1.08459293,0.0003068,0.00017464
2013/10/23,2013,10,23,986.53,956.55,987.66,951.66,1055526400,1223148886,-1.8435919,3.39883146,0.00050418,0.0002499
2013/10/24,2013,10,24,953.05,945.1,956.1,943.55,628430900,7421156115,-1.8632533,3.47171299,8.47E-05,7.65E-05
2013/10/25,2013,10,25,946.23,937.98,958.23,930.98,774535800,9411805839,-0.6922107,0.47915571,0.00027211,0.00017306
2013/10/28,2013,10,28,940.18,933.71,941.13,922.9,657125800,7697429226,-0.5784703,0.33462789,0.00024888,0.00019593
2013/10/29,2013,10,29,932.56,909.35,941.59,885.13,843812500,9095399426,-1.4479937,2.09668583,0.00099189,0.00047184
2013/10/30,2013,10,30,909.1,918.45,918.49,905.23,700665400,7402915793,-0.6621264,0.43841149,0.0001118,8.05E-05
2013/10/31,2013,10,31,916.92,893.82,917.16,892.03,600752700,6746287448,-0.7361589,0.54193001,0.00015017,7.23E-05
2013/11/1,2013,11,1,893.95,890.44,896.89,883.12,471868200,5295339638,-1.2726784,1.6197105,0.00016184,0.00010091
2013/11/4,2013,11,4,894.53,903.16,908.38,894.53,446684300,5264507472,0.44514661,0.19815551,0.00010237,5.25E-05
2013/11/5,2013,11,5,900.37,912.08,912.33,894.51,510573500,5794693803,0.84380225,0.71200223,6.30E-05,3.84E-05
2013/11/6,2013,11,6,910.89,904.82,925.26,904.67,609464600,7656328819,0.21411755,0.04584632,0.00025637,0.0001107
2013/11/7,2013,11,7,901.23,894.33,905.82,890.5,529082200,6432095592,-0.7968135,0.63491176,0.00014348,8.23E-05
2013/11/8,2013,11,8,890.64,881.52,892.96,877.21,451339600,5365060520,-0.9603469,0.92226635,0.00015363,0.00010314
2013/11/11,2013,11,11,884.66,888,892.88,878.15,370855600,4331700497,-0.128923,0.01662114,0.00016289,7.97E-05
2013/11/12,2013,11,12,889.22,893.9,897.29,886,402695900,4353862998,0.45125462,0.20363073,9.58E-05,5.33E-05
2013/11/13,2013,11,13,892.17,871.3,892.17,871.2,451243000,4519446677,-0.8841508,0.78172265,0.00013004,7.23E-05
2013/11/14,2013,11,14,873.5,880.17,880.98,865.22,396614800,4139607030,-0.5881053,0.34586793,0.00014237,7.95E-05
2013/11/15,2013,11,15,881.8,899.81,908.82,881.8,530916900,6187336721,1.2887906,1.66098122,0.00017513,8.29E-05
2013/11/18,2013,11,18,906.37,920.32,920.79,904.86,596098100,6721217238,1.85687655,3.44799053,9.97E-05,5.67E-05
2013/11/19,2013,11,19,920.64,922.44,927.97,916.33,520752600,5895780262,0.76326047,0.58256655,0.00010625,6.03E-05
2013/11/20,2013,11,20,926.21,925.12,927.96,915,442628700,4936914535,0.21082297,0.04444632,0.00010597,5.08E-05
2013/11/21,2013,11,21,924.23,917.75,924.57,910.91,532924800,5843014071,-0.3985072,0.15880802,7.73E-05,4.80E-05
2013/11/22,2013,11,22,919.71,912.92,923,911.8,454121500,4978531593,-0.5347339,0.28594042,4.82E-05,3.50E-05
2013/11/25,2013,11,25,911.21,909.02,919.12,907.87,446297600,4641380651,-0.507747,0.25780702,5.55E-05,3.18E-05
2013/11/26,2013,11,26,908.58,905.18,913.15,902.73,412689800,4497113570,-0.2883527,0.08314731,6.34E-05,2.72E-05
2013/11/27,2013,11,27,905.9,922.58,922.58,905.49,468208600,5751204972,0.66408628,0.44101059,8.63E-05,4.57E-05
2013/11/28,2013,11,28,924.73,931.17,936.28,924.56,610850900,6806359849,1.19487159,1.42771813,4.00E-05,2.23E-05
2013/11/29,2013,11,29,932.26,938.61,939.1,931.58,592393500,6580654168,0.64702297,0.41863872,3.05E-05,1.76E-05
2013/12/2,2013,12,2,916.25,903.12,929.95,894.77,817003100,8488750036,-1.379159,1.90207969,0.00049246,0.00028028
2013/12/3,2013,12,3,899.12,919.01,920.41,899.03,591888900,6061044980,0.13062494,0.01706287,7.54E-05,4.04E-05
2013/12/4,2013,12,4,919.81,932.04,939.18,918.91,688701300,7381284959,1.5616893,2.43887346,0.00013781,6.22E-05
2013/12/5,2013,12,5,930.36,928.9,935.02,925.12,516335200,6366348326,0.4270836,0.1824004,5.92E-05,3.38E-05
2013/12/6,2013,12,6,928.73,922.14,933.16,919.63,502612200,6259662059,-0.3854169,0.14854619,6.01E-05,3.55E-05
2013/12/9,2013,12,9,925.7,928.11,931.1,925.6,446687800,5610481493,-0.0290022,0.00084113,1.33E-05,1.59E-05
2013/12/10,2013,12,10,928.86,922.13,931.53,920.1,479123500,5525154072,-0.1678112,0.02816061,7.12E-05,3.17E-05
2013/12/11,2013,12,11,919.54,912.59,919.54,906.05,506347400,5391998859,-0.7674555,0.58898801,5.45E-05,2.94E-05
2013/12/12,2013,12,12,911.27,920.46,923.54,910.23,431060500,4924171469,0.04342945,0.00188611,4.49E-05,1.92E-05
2013/12/13,2013,12,13,914.74,919.67,923.34,912.61,410431200,4695188231,0.39849468,0.15879801,4.57E-05,3.50E-05
2013/12/16,2013,12,16,920.47,913.38,922.7,908.8,409453400,5014690445,-0.0646172,0.00417539,9.98E-05,6.21E-05
2013/12/17,2013,12,17,912.11,904.99,914.46,900.32,344762900,3446871423,-0.7365858,0.54255866,8.72E-05,5.75E-05
2013/12/18,2013,12,18,905.95,903.58,910.88,901.97,322269600,3349344064,-0.4080607,0.16651358,6.88E-05,3.71E-05
2013/12/19,2013,12,19,908.31,896.46,914.03,896.2,313798800,3522671604,-0.4573313,0.20915193,0.00010996,6.57E-05
2013/12/20,2013,12,20,898.28,883.97,901.89,880.71,341024100,3725611424,-1.1796569,1.39159047,0.00011776,8.35E-05
2013/12/23,2013,12,23,884.59,880.77,887.33,872.43,258432300,2760474350,-0.8549216,0.73089105,0.00016419,0.00010497
2013/12/24,2013,12,24,884.24,886.44,894.02,880.23,268201900,3322911342,0.09073195,0.00823228,8.92E-05,4.35E-05
2013/12/25,2013,12,25,889.51,900.97,901.12,888.38,309996900,3853108863,0.81401733,0.66262421,8.04E-05,5.34E-05
2013/12/26,2013,12,26,900.12,887.65,903.26,887.59,342758500,4000104440,-0.0909077,0.00826421,9.14E-05,4.73E-05
2013/12/27,2013,12,27,888.95,905.1,907.99,888.95,342834200,4000035018,0.23961533,0.05741551,8.06E-05,4.05E-05
2013/12/30,2013,12,30,909.38,906.95,911.29,905.58,358455700,4102909486,0.87060108,0.75794625,2.97E-05,1.85E-05
2013/12/31,2013,12,31,903.7,912.57,912.57,902.14,352633700,3919792692,0.1520789,0.02312799,6.66E-05,4.33E-05
2014/1/2,2014,1,2,910.08,915.38,916.87,907.84,348496900,4342675739,0.5577137,0.31104458,2.69E-05,1.54E-05
2014/1/3,2014,1,3,915.13,916.22,922.76,912.07,479737300,5870457032,0.29201973,0.08527552,5.55E-05,3.15E-05
2014/1/6,2014,1,6,915.21,900.82,915.21,900.31,516927100,5918184086,-0.6844772,0.46850916,4.73E-05,4.28E-05
2014/1/7,2014,1,7,897.73,916.5,917.76,897.25,458367300,5744423789,0.06117125,0.00374192,6.12E-05,3.84E-05
2014/1/8,2014,1,8,918.14,923.35,927.93,918.05,494688600,6053038239,1.2220615,1.49343431,5.95E-05,4.42E-05
2014/1/9,2014,1,9,920.81,912.4,927.03,912.3,455121100,5557060343,-0.2723631,0.0741817,7.04E-05,4.08E-05
2014/1/10,2014,1,10,910.56,891.4,910.81,890.06,368271400,4383765779,-1.4097397,1.98736611,0.00010299,4.98E-05
2014/1/13,2014,1,13,891.02,884.87,897.89,879.4,347986000,4752422886,-1.2429096,1.5448245,0.00012307,6.05E-05
2014/1/14,2014,1,14,884.99,897.93,898.08,880.42,371867000,4404184798,0.33550292,0.11256221,0.00013481,6.53E-05
2014/1/15,2014,1,15,897.7,905.23,907.6,897.12,419541600,5527291400,0.98205749,0.96443692,8.82E-05,5.61E-05
2014/1/16,2014,1,16,907.27,900.74,912.13,899.71,411382300,5465395083,0.14682241,0.02155682,6.10E-05,2.72E-05
2014/1/17,2014,1,17,896.73,887.98,899.55,887.4,424253100,4563773199,-0.9333366,0.87111727,3.97E-05,2.94E-05
2014/1/20,2014,1,20,886.83,879.14,893.79,876.57,458009600,4838790375,-0.8603658,0.74022944,0.00011265,6.03E-05
2014/1/21,2014,1,21,879.57,890.92,893.18,879.57,509760900,5118017601,0.19983322,0.03993331,0.00010293,4.96E-05
2014/1/22,2014,1,22,892.27,911.25,911.34,890.89,570932100,6288980770,1.53671331,2.3614878,7.67E-05,3.50E-05
2014/1/23,2014,1,23,911.66,918.24,922.71,910.79,611514400,6478661186,1.2459916,1.55249508,3.83E-05,1.71E-05
2014/1/24,2014,1,24,916.74,925.35,929.88,914.66,547232600,6188318593,0.64731291,0.41901401,7.00E-05,4.18E-05
2014/1/27,2014,1,27,925.66,917.21,925.66,914.93,515467500,5894354730,0.02225997,0.0004955,5.33E-05,4.38E-05
2014/1/28,2014,1,28,918.9,913.24,924.42,906.7,439931000,5190614357,-0.5866571,0.34416665,0.0001586,8.99E-05
2014/1/29,2014,1,29,914.28,915.8,917.9,912.61,504982400,5361385003,-0.1467612,0.02153886,2.30E-05,1.64E-05
2014/1/30,2014,1,30,915.66,905.74,917.08,903.55,378107800,4485430933,-0.4075671,0.166111,6.35E-05,3.85E-05
2014/2/7,2014,2,7,902.03,921.4,921.8,898.62,447047100,5342583533,0.27139651,0.07365607,8.73E-05,4.86E-05
2014/2/10,2014,2,10,926.45,960.06,960.26,926.45,801320700,9953600262,2.70773939,7.33185261,0.00014032,7.24E-05
2014/2/11,2014,2,11,963.52,964.17,972.47,955.13,858383500,1084008972,1.73316287,3.00385353,0.0002197,0.00011071
2014/2/12,2014,2,12,966.42,971.98,975.35,963.39,828663000,1047263375,0.37965949,0.14414132,0.00013052,6.76E-05
2014/2/13,2014,2,13,974.87,967.09,983.99,964.32,860661700,1128253315,0.03009835,0.00090591,0.00020371,0.00012797
2014/2/14,2014,2,14,965.69,974.56,974.72,962.41,628064900,7855184563,-0.0138123,0.00019078,0.00011201,6.81E-05
2014/2/17,2014,2,17,979.93,991.95,992.07,976.82,884559300,1140318737,1.16520475,1.35770212,7.62E-05,4.31E-05
2014/2/18,2014,2,18,992.53,991.81,995.64,986.85,979074500,1196492211,0.52334292,0.27388781,5.87E-05,4.98E-05
2014/2/19,2014,2,19,994.52,987.22,997.21,983.27,818741400,9532369970,-0.2329697,0.0542749,0.00012247,7.26E-05
2014/2/20,2014,2,20,988.31,969.22,992.03,968.37,855603100,9802974020,-1.1191154,1.25241928,0.00023454,0.00014398
2014/2/21,2014,2,21,968.76,964.35,975.2,955.57,636777900,7535659643,-1.0658504,1.13603726,0.00010345,7.14E-05
2014/2/24,2014,2,24,960.02,970.85,970.98,951.86,597391900,7713983602,0.09359364,0.00875977,0.00018019,9.51E-05
2014/2/25,2014,2,25,973.24,930.52,976.99,925.98,848316600,1072106506,-1.3554568,1.83726333,0.00048933,0.00025319
2014/2/26,2014,2,26,929.89,938.87,942.01,922.49,695714900,9671712892,-1.5614487,2.43812233,0.00044576,0.00025815
2014/2/27,2014,2,27,947.11,936.67,968.82,936.14,882245900,1161299557,0.31550333,0.09954235,0.00032367,0.0001914
2014/2/28,2014,2,28,936.63,958.71,958.94,931.74,770290300,9442643723,0.52868352,0.27950627,0.00028532,0.00014026
2014/3/3,2014,3,3,961.58,984.12,984.12,957.26,867656400,1120691838,2.14799939,4.61390139,0.00017592,0.00012185
2014/3/4,2014,3,4,978.26,973.14,979.55,964.94,677545400,8734972346,0.51899023,0.26935086,0.00010164,8.30E-05
2014/3/5,2014,3,5,977.19,959.51,979.49,957.42,667672800,8166461610,-0.840479,0.70640507,0.00012283,6.87E-05
2014/3/6,2014,3,6,954.96,951.45,956.42,936.55,629506300,7552766703,-1.1593043,1.34398658,0.00029406,0.00015778
2014/3/7,2014,3,7,950.61,951.09,959.81,945.75,678580400,7688534773,-0.1763565,0.03110163,0.00010028,7.37E-05
2014/3/10,2014,3,10,942.79,918.34,943.31,914.94,667361100,7584750810,-1.4998877,2.24966321,0.00022061,0.00012702
2014/3/11,2014,3,11,914.94,913.15,921.45,903.95,556101900,6681839637,-1.3872843,1.92455799,0.00019251,0.00012342
2014/3/12,2014,3,12,911.7,912.78,918.21,897.25,476000000,5790864194,-0.1026499,0.010537,0.00030631,0.00014616
2014/3/13,2014,3,13,913.63,928.02,928.35,913.27,547329400,6761151549,0.77053811,0.59372898,9.86E-05,6.46E-05
2014/3/14,2014,3,14,923.63,917.63,924.54,912.76,397681900,5000732943,0.18972518,0.03599564,6.85E-05,4.50E-05
2014/3/17,2014,3,17,919.44,932.9,933.07,916.25,461807500,5911462997,0.43370624,0.18810111,0.00010382,5.47E-05
2014/3/18,2014,3,18,934.58,937.77,941.41,934.25,582992800,7438615396,0.85729415,0.73495326,4.63E-05,3.70E-05
2014/3/19,2014,3,19,937.69,922.95,937.98,917.24,540805600,7127835407,-0.5438308,0.29575202,0.00011823,7.71E-05
2014/3/20,2014,3,20,919.51,895.21,921.41,895.01,577052000,7761611309,-2.0134359,4.05392437,0.00015187,8.13E-05
2014/3/21,2014,3,21,891.68,913.67,916.37,885.02,572038000,6756156359,-0.2767091,0.07656795,0.00034941,0.00016816
2014/3/24,2014,3,24,917.58,918.02,919.98,910.24,528068900,6182331241,1.26431171,1.59848411,5.63E-05,4.69E-05
2014/3/25,2014,3,25,914.78,918.57,924.07,911.31,564198400,6224443855,0.04683185,0.00219322,8.01E-05,4.17E-05
2014/3/26,2014,3,26,922.21,926.4,929.7,919.12,529435800,6214051614,0.54818854,0.30051067,4.21E-05,3.71E-05
2014/3/27,2014,3,27,926.22,907.99,926.22,907.99,493812700,5812870475,-0.6748761,0.45545784,0.00021175,9.48E-05
2014/3/28,2014,3,28,906.22,889.5,910.53,886.68,549880800,6429297974,-1.7568202,3.08641725,0.00029033,0.00014677
2014/3/31,2014,3,31,889.79,881.01,894.34,877.59,412973700,4774802092,-1.2252804,1.50131224,0.00011719,7.92E-05
2014/4/1,2014,4,1,881.02,896.25,896.44,880.79,372696000,4552409690,0.31416481,0.09869952,5.60E-05,3.07E-05
2014/4/2,2014,4,2,898.54,896.24,901.05,893.27,432904200,5148460505,0.74385555,0.55332108,4.97E-05,3.01E-05
2014/4/3,2014,4,3,897.66,894.86,903.09,891.83,393720500,4524857101,-0.1782319,0.03176663,4.73E-05,2.65E-05
2014/4/4,2014,4,4,895.52,904.79,905.13,894.39,323929100,4313105080,0.34359186,0.11805537,3.16E-05,2.46E-05
2014/4/8,2014,4,8,902.05,916.7,916.75,898.18,459350600,5543557521,1.01519417,1.03061922,0.00011919,5.12E-05
2014/4/9,2014,4,9,916.99,923,925.64,916.68,439858300,5651516056,0.99710901,0.99422639,4.70E-05,2.39E-05
2014/4/10,2014,4,10,925.22,933.83,936.49,923.27,616344600,7828718510,0.79032222,0.62460922,4.58E-05,2.38E-05
2014/4/11,2014,4,11,929.93,925.36,929.93,921.4,550134100,6562035695,0.00657104,4.32E-05,5.42E-05,2.67E-05
2014/4/14,2014,4,14,926.44,932.77,933.24,925.64,538486800,6473323108,0.13243112,0.017538,4.19E-05,3.11E-05
2014/4/15,2014,4,15,931.96,919.38,932.26,917.48,478640800,5811444007,-0.3322245,0.11037318,5.54E-05,3.15E-05
2014/4/16,2014,4,16,916.64,919.51,922.81,914.53,363004000,4397622782,-0.5840816,0.34115131,6.29E-05,2.56E-05
2014/4/17,2014,4,17,921.36,915.02,923.43,914.63,317514500,3884947370,-0.0768218,0.00590159,2.17E-05,2.04E-05
2014/4/18,2014,4,18,914.2,921.73,921.81,909.45,379239400,4703345785,0.0174369,0.00030404,4.90E-05,2.59E-05
2014/4/21,2014,4,21,920.56,913.16,931.12,911.33,503346600,5864208076,-0.0494337,0.00244369,7.48E-05,4.37E-05
2014/4/22,2014,4,22,911.93,897.54,915.41,885.55,509870600,6359462184,-1.0998287,1.20962328,0.00026202,0.00013181
2014/4/23,2014,4,23,896.89,891.69,896.99,887.17,367838200,4568158999,-0.9747606,0.95015839,6.26E-05,3.54E-05
2014/4/24,2014,4,24,890.65,884.57,893.37,883.39,342711800,4054710905,-0.6006975,0.36083755,6.05E-05,3.47E-05
2014/4/25,2014,4,25,885.18,871.37,889.47,870.67,333850900,3947695641,-0.9504468,0.90334921,7.57E-05,3.45E-05
2014/4/28,2014,4,28,871.27,852.84,872.22,852.64,394501800,4512025237,-1.6164031,2.61275908,0.00018463,0.00011438
2014/4/29,2014,4,29,852.88,867.03,867.07,852.76,296128900,3426073968,-0.2118635,0.04488617,0.00012214,6.87E-05
2014/4/30,2014,4,30,867.62,869.16,874.5,866.39,297800600,3338521167,0.82118009,0.67433674,3.86E-05,2.24E-05
2014/5/5,2014,5,5,867.51,867.74,867.76,855.71,333069500,3983566682,0.00600628,3.61E-05,0.0001615,0.00010604
2014/5/6,2014,5,6,866.77,871.58,876.72,865.96,308476400,3843034309,0.20327663,0.04132138,6.68E-05,3.52E-05
2014/5/7,2014,5,7,869.2,849.2,869.27,849.06,307084000,3891622048,-0.8893885,0.79101207,9.55E-05,5.20E-05
2014/5/8,2014,5,8,847.08,843.64,855.64,842.28,321872300,4044712018,-1.2962554,1.68027822,0.00010453,5.30E-05
2014/5/9,2014,5,9,843.34,838.82,845.16,833.1,346345900,4201273962,-0.4255651,0.18110566,6.80E-05,4.82E-05
2014/5/12,2014,5,12,845.16,859.34,859.46,842.34,442830800,5170600580,0.81623279,0.66623597,9.53E-05,4.81E-05
2014/5/13,2014,5,13,861.14,857.92,865.31,855.24,375623800,4542517003,0.65078578,0.42352214,4.47E-05,3.44E-05
2014/5/14,2014,5,14,858.55,859.32,861.3,855.31,257714700,3124817579,-0.0918842,0.00844272,3.62E-05,1.97E-05
2014/5/15,2014,5,15,858.07,843.45,860.04,842.25,328009900,4138520575,-0.7706249,0.59386288,6.93E-05,3.19E-05
2014/5/16,2014,5,16,842.1,840.12,843.51,832.76,258501100,3314777404,-0.9181394,0.84298007,8.00E-05,4.32E-05
2014/5/19,2014,5,19,839.85,834.11,839.91,828.72,244347300,2959727378,-0.4140339,0.1714241,5.94E-05,5.23E-05
2014/5/20,2014,5,20,839.52,836,846.4,834.3,252339400,3119584697,-0.1995449,0.03981817,5.66E-05,2.72E-05
2014/5/21,2014,5,21,832.7,843.12,843.22,827.93,278552800,3071669029,0.18583446,0.03453444,8.38E-05,4.49E-05
2014/5/22,2014,5,22,844.82,844.74,857.83,844.29,378011600,4399219320,0.62344946,0.38868923,0.00010879,3.90E-05
2014/5/23,2014,5,23,843.77,851.23,851.31,841.87,273109100,3148884328,0.32827344,0.10776345,4.77E-05,3.51E-05
2014/5/26,2014,5,26,859.07,866.61,866.89,859.03,380606500,5114085039,1.1599616,1.34551092,3.30E-05,2.38E-05
2014/5/27,2014,5,27,867.05,863.07,867.72,860.63,323627700,3991887338,0.20174678,0.04070176,3.60E-05,2.19E-05
2014/5/28,2014,5,28,866.07,874.56,874.6,862.41,423188500,5335277309,0.37454674,0.14028526,6.43E-05,3.15E-05
2014/5/29,2014,5,29,875.32,864.66,877.23,864.43,399589400,5047111315,-0.0707626,0.00500735,4.19E-05,2.88E-05
2014/5/30,2014,5,30,864.41,862.07,868.17,857.21,384298800,4410800146,-0.6624319,0.43881612,9.03E-05,3.87E-05
2014/6/3,2014,6,3,862.8,856.2,866.02,855.78,360716700,4021767329,-0.4144558,0.17177368,4.08E-05,1.93E-05
2014/6/4,2014,6,4,854.76,851.07,855.24,842.97,399494300,4889969336,-0.5944854,0.35341294,6.13E-05,3.08E-05
2014/6/5,2014,6,5,851.27,860.43,860.47,849.43,332542600,4183906901,0.28713538,0.08244672,4.41E-05,2.16E-05
2014/6/6,2014,6,6,860.89,858.08,863.63,853.76,360453000,4363096651,0.34604511,0.11974722,8.08E-05,4.39E-05
2014/6/9,2014,6,9,857.51,854.88,863.11,853.75,313227600,3557036066,-0.3042506,0.09256844,5.35E-05,4.22E-05
2014/6/10,2014,6,10,856,863.86,864.14,849.98,329634100,3996605310,0.32041716,0.10266715,0.00011306,5.76E-05
2014/6/11,2014,6,11,865.42,876.79,877.97,865.42,537862800,6077590817,1.04218232,1.086144,5.68E-05,3.20E-05
2014/6/12,2014,6,12,874.7,870.21,874.72,868.22,406018100,4214970306,0.2397142,0.0574629,2.13E-05,1.25E-05
2014/6/13,2014,6,13,869.91,883.77,885.03,869.85,495024600,5871447233,0.44801286,0.20071552,6.43E-05,2.82E-05
2014/6/16,2014,6,16,886.11,889.57,892.01,886.11,510232700,6549787443,0.97058049,0.9420265,3.65E-05,2.22E-05
2014/6/17,2014,6,17,889.11,880.57,889.11,879.88,448461500,5417715988,-0.2723752,0.07418826,3.92E-05,2.05E-05
2014/6/18,2014,6,18,882.64,877.33,883.9,875.78,447390500,5232702830,-0.5792514,0.33553226,2.99E-05,1.82E-05
2014/6/19,2014,6,19,877.83,856.75,880.69,852.11,408464800,4965061243,-1.2929492,1.67171765,0.00020538,0.00011009
2014/6/20,2014,6,20,856.22,863.18,863.59,855.61,314881000,3687769927,-0.7309049,0.53422207,8.76E-05,4.78E-05
2014/6/23,2014,6,23,865.24,865.98,873.25,863.54,387229200,4532718093,0.49224939,0.24230946,8.01E-05,4.88E-05
2014/6/24,2014,6,24,866.51,868.28,868.54,863.19,364128200,4483317286,0.15232089,0.02320165,2.95E-05,2.20E-05
2014/6/25,2014,6,25,868.66,864.75,868.85,860.65,286938400,3761040126,-0.0883008,0.00779703,3.24E-05,1.81E-05
2014/6/26,2014,6,26,865.66,871.92,873.76,865.4,333866700,4185980022,0.16268159,0.0264653,3.44E-05,1.68E-05
2014/6/27,2014,6,27,872.4,874.75,878.6,869.35,398331000,5144796947,0.45366008,0.20580747,3.66E-05,2.09E-05
2014/6/30,2014,6,30,874.44,878.58,878.73,871.26,454962400,5519246143,0.30656558,0.09398245,2.36E-05,1.82E-05
2014/7/1,2014,7,1,880.1,882.89,883,877.58,484501600,6133196870,0.41765822,0.17443839,2.09E-05,1.56E-05
2014/7/2,2014,7,2,883.27,889.27,889.29,880.25,508225600,6189502556,0.45016204,0.20264586,5.52E-05,2.70E-05
2014/7/3,2014,7,3,890.03,900.57,902.08,887.11,615720800,8064090802,0.84239955,0.709637,6.14E-05,3.16E-05
2014/7/4,2014,7,4,900.29,894.67,901.46,893.04,566801700,7347512391,0.22582293,0.05099599,4.21E-05,2.90E-05
2014/7/7,2014,7,7,893.74,884.95,895.8,881.77,601520500,7809901313,-0.7463692,0.55706707,5.34E-05,3.21E-05
2014/7/8,2014,7,8,884.35,890.66,890.85,878,533238000,6970902597,-0.1499247,0.02247742,6.20E-05,3.14E-05
2014/7/9,2014,7,9,890.65,876.1,891.71,875.76,611628500,7975185311,-0.4070499,0.16568968,8.99E-05,4.21E-05
2014/7/10,2014,7,10,878.38,871.65,880.92,870.61,580481300,7732823199,-0.9364937,0.87702059,0.00010513,6.02E-05
2014/7/11,2014,7,11,867.58,876.13,878.17,867.12,588306700,6838743318,-0.1113887,0.01240744,6.28E-05,3.10E-05
2014/7/14,2014,7,14,878.69,894.67,894.82,878.69,694534200,8602855083,1.3353343,1.7831177,6.47E-05,3.05E-05
2014/7/15,2014,7,15,893.97,891.05,894.05,885.02,556993900,7074680391,0.60663906,0.36801095,6.25E-05,3.49E-05
2014/7/16,2014,7,16,890.2,884.64,894.33,881.46,496201700,6365234603,-0.4556372,0.20760528,7.76E-05,4.13E-05
