date,open,close,high,low,volume,money,rt1,year,month,day,rk,rt,rv,rk_twoscale
2012/11/6,991.76,987.18,992.57,974.79,974268037,9991402524,-0.002032135,2012,11,6,2.99E-04,-0.2032135,0.041295727,1.27E-04
2012/11/7,986.21,985.09,990.78,980.95,742194982,8451717983,-0.000920438,2012,11,7,2.28E-04,-0.0920438,0.008472061,1.03E-04
2012/11/8,977.85,963.61,979.05,963.34,744450465,7811283459,-0.009574612,2012,11,8,1.11E-04,-0.9574612,0.91673195,7.12E-05
2012/11/9,961.94,961.58,966.94,958.17,684503935,6162439896,-0.000915876,2012,11,9,6.78E-05,-0.0915876,0.008388288,2.65E-05
2012/11/12,962.8,970.66,971.4,962.8,919650040,8658899445,0.004081711,2012,11,12,1.76E-04,0.4081711,0.166603647,9.14E-05
2012/11/13,970.1,952.96,970.1,951.38,761038550,7655003762,-0.007992461,2012,11,13,2.82E-04,-0.7992461,0.638794328,1.32E-04
2012/11/14,953.17,955.64,955.84,945.74,605375641,6483984297,0.001219648,2012,11,14,1.33E-04,0.1219648,0.014875412,6.93E-05
2012/11/15,950.93,945.11,956.99,944.57,677061528,6890600767,-0.004811961,2012,11,15,1.50E-04,-0.4811961,0.231549687,6.33E-05
2012/11/16,944.43,941.59,945.51,933.86,692309422,7436412804,-0.001620521,2012,11,16,7.34E-05,-0.1620521,0.026260883,3.72E-05
2012/11/19,940.71,940.17,940.94,928.57,671349287,9358519155,-0.000655448,2012,11,19,1.30E-04,-0.0655448,0.004296121,8.15E-05
2012/11/20,942.1,938.47,944.15,936.36,660246531,8089357116,-0.000785995,2012,11,20,1.44E-04,-0.0785995,0.006177881,1.12E-04
2012/11/21,938.03,947.84,947.87,928.03,776053611,8222327717,0.004314638,2012,11,21,1.24E-04,0.4314638,0.186161011,7.16E-05
2012/11/22,943.11,940.17,946.03,937.87,606545084,7179289417,-0.003528643,2012,11,22,4.61E-05,-0.3528643,0.124513214,3.71E-05
2012/11/23,942.44,945.32,950.22,941.13,707889955,8259494757,0.002372457,2012,11,23,6.13E-05,0.2372457,0.056285522,3.75E-05
2012/11/26,943.55,936.77,945.65,935.74,589255826,6296211952,-0.003945872,2012,11,26,7.45E-05,-0.3945872,0.155699058,4.19E-05
2012/11/27,933.71,920.23,935.66,919.82,731720482,7053864421,-0.007736587,2012,11,27,5.89E-05,-0.7736587,0.598547784,4.40E-05
2012/11/28,916.5,908.26,916.66,906.13,692866327,6709183779,-0.005686199,2012,11,28,2.55E-04,-0.5686199,0.323328591,1.22E-04
2012/11/29,907.88,905.89,914.37,905.87,634779296,6085452168,-0.001134723,2012,11,29,9.64E-04,-0.1134723,0.012875963,4.81E-04
2012/11/30,905.58,918.7,920.24,904.49,932338220,8976047070,0.006098251,2012,11,30,2.74E-04,0.6098251,0.371886653,1.41E-04
2012/12/3,918.04,905.78,925.5,905.58,1017535630,11940150123,-0.006150989,2012,12,3,7.30E-04,-0.6150989,0.378346657,2.49E-04
2012/12/4,903.23,913.73,914.61,897.25,834792855,10463722525,0.003795157,2012,12,4,3.81E-04,0.3795157,0.144032167,1.98E-04
2012/12/5,912.22,943.62,949.3,910.68,1839995224,20615098410,0.013979253,2012,12,5,1.72E-04,1.3979253,1.954195144,9.39E-05
2012/12/6,943.56,944.51,950.27,938.79,1137726192,13838442133,0.000409423,2012,12,6,4.81E-04,0.0409423,0.001676272,1.58E-04
2012/12/7,943.67,960.81,962.31,941.19,1832913958,20583060747,0.007430954,2012,12,7,2.15E-04,0.7430954,0.552190774,1.08E-04
2012/12/10,964.01,970.78,972.14,960.7,1755730343,17639115205,0.004483306,2012,12,10,2.94E-04,0.4483306,0.201000327,1.78E-04
2012/12/11,967.45,962.65,969.52,962.09,1073292560,12761648097,-0.003652405,2012,12,11,1.87E-04,-0.3652405,0.133400623,7.45E-05
2012/12/12,962.21,967.13,969.93,958,937315748,10938061996,0.00201644,2012,12,12,5.54E-05,0.201644,0.040660303,4.84E-05
2012/12/13,965.55,958.2,968.38,957.98,950923347,11000075813,-0.004028689,2012,12,13,1.09E-04,-0.4028689,0.162303351,4.64E-05
2012/12/14,958.65,1001.39,1001.57,958.65,2363197250,25556700611,0.019147084,2012,12,14,1.16E-04,1.9147084,3.666108257,5.85E-05
2012/12/17,1002.73,1003.99,1011.11,1000.24,1951615806,22428694570,0.001126137,2012,12,17,9.11E-04,0.1126137,0.012681845,3.53E-04
2012/12/18,1002.27,1000.68,1012.57,995.73,1847667552,21849760880,-0.001434167,2012,12,18,1.31E-04,-0.1434167,0.02056835,8.01E-05
2012/12/19,999.16,1003.31,1008.17,997.08,1566935343,18813632463,0.001139921,2012,12,19,5.70E-05,0.1139921,0.012994199,2.16E-05
2012/12/20,1001.07,1011.63,1013.01,996.43,1470162024,17865165431,0.003586559,2012,12,20,1.21E-04,0.3586559,0.128634055,8.26E-05
2012/12/21,1012.88,1008.75,1025.4,1005.01,1458676996,16925874696,-0.001238152,2012,12,21,1.12E-04,-0.1238152,0.015330204,7.44E-05
2012/12/24,1005.92,1010.14,1016.16,1005.47,1121411938,15472357397,0.000598021,2012,12,24,1.69E-04,0.0598021,0.003576291,6.99E-05
2012/12/25,1007.61,1037.64,1040.72,1004.5,2134195401,24064550639,0.011665136,2012,12,25,1.03E-04,1.1665136,1.360753979,6.15E-05
2012/12/26,1036.65,1044.8,1045.26,1035.96,1548213917,18050200640,0.002986459,2012,12,26,8.51E-05,0.2986459,0.089189374,4.59E-05
2012/12/27,1047.14,1040.56,1053.24,1039.02,1416065812,16557154381,-0.001766037,2012,12,27,1.55E-04,-0.1766037,0.031188867,7.38E-05
2012/12/28,1041.15,1050.22,1050.39,1038.86,1244041220,15102711017,0.004013157,2012,12,28,1.81E-04,0.4013157,0.161054291,7.77E-05
2012/12/31,1054.82,1066.53,1066.53,1053.37,1667225244,19399414141,0.006692791,2012,12,31,4.31E-05,0.6692791,0.447934514,4.27E-05
2013/1/4,1075.17,1067.68,1077.68,1057.96,1900585184,22388422487,0.000468031,2013,1,4,8.04E-05,0.0468031,0.00219053,3.29E-05
2013/1/7,1067.21,1069.17,1073.01,1062.4,1640398328,18230206801,0.000605657,2013,1,7,6.01E-05,0.0605657,0.003668204,2.99E-05
2013/1/8,1068.46,1069.39,1073.56,1058.44,1557969425,19781620492,8.94E-05,2013,1,8,5.51E-05,0.00893543,7.98E-05,2.86E-05
2013/1/9,1065.68,1069.17,1073.86,1060.7,1661686434,19683416348,-8.94E-05,2013,1,9,4.42E-04,-0.00893543,7.98E-05,2.18E-04
2013/1/10,1071.63,1077.64,1083.96,1069.92,1608273737,18064890308,0.003426939,2013,1,10,1.44E-04,0.3426939,0.117439109,7.35E-05
2013/1/11,1077.89,1053.46,1080.44,1050.64,1673822384,18347764916,-0.009855653,2013,1,11,7.21E-05,-0.9855653,0.971338961,4.37E-05
2013/1/14,1053.13,1090.28,1092.32,1053.13,1979480291,23465044399,0.014919995,2013,1,14,1.55E-04,1.4919995,2.226062508,6.71E-05
2013/1/15,1093.05,1107.01,1110.76,1091.97,1971180445,23127669189,0.006613499,2013,1,15,1.62E-04,0.6613499,0.43738369,9.27E-05
2013/1/16,1105.6,1096.89,1106.95,1082.91,1994241220,21732197680,-0.003988467,2013,1,16,3.10E-04,-0.3988467,0.15907869,1.33E-04
2013/1/17,1094.87,1087.16,1098.36,1083.74,1454997716,16454413112,-0.003869612,2013,1,17,2.05E-04,-0.3869612,0.14973897,1.19E-04
2013/1/18,1092.71,1109.42,1110.51,1089.25,1770525216,19799030007,0.008802526,2013,1,18,7.93E-05,0.8802526,0.77484464,5.37E-05
2013/1/21,1114.2,1116.58,1119.37,1107.38,1893991128,22309146682,0.002793854,2013,1,21,1.19E-04,0.2793854,0.078056202,7.00E-05
2013/1/22,1117.39,1102.73,1117.41,1096.36,2499416916,28511327079,-0.005420655,2013,1,22,8.22E-05,-0.5420655,0.293835006,3.45E-05
2013/1/23,1100.61,1106.08,1111.24,1092.37,1567387555,17337544900,0.00131735,2013,1,23,1.10E-04,0.131735,0.01735411,6.34E-05
2013/1/24,1104.61,1088.47,1121.1,1082.99,2219161157,26160980362,-0.006970076,2013,1,24,5.65E-05,-0.6970076,0.485819594,3.30E-05
2013/1/25,1086.97,1084.02,1092.38,1082.4,1281080844,16038542471,-0.001779169,2013,1,25,5.37E-05,-0.1779169,0.031654423,3.89E-05
2013/1/28,1085.48,1111.97,1112.06,1085.48,1937242831,25787468779,0.011055776,2013,1,28,1.77E-04,1.1055776,1.22230183,6.99E-05
2013/1/29,1114.87,1116.44,1119.48,1110.28,2033903831,26229861047,0.001742318,2013,1,29,1.41E-04,0.1742318,0.03035672,6.57E-05
2013/1/30,1117.32,1125.3,1125.49,1109.53,2203639534,25533554336,0.003432931,2013,1,30,1.11E-04,0.3432931,0.117850153,7.35E-05
2013/1/31,1126.23,1120.04,1126.99,1116.21,2290660231,23959894880,-0.002034786,2013,1,31,1.39E-04,-0.2034786,0.041403541,6.45E-05
2013/2/1,1117.52,1129.79,1129.79,1113.65,2259553234,29192443949,0.003764193,2013,2,1,3.03E-05,0.3764193,0.141691489,3.48E-05
2013/2/4,1132.64,1121.55,1134.7,1118.07,2743869339,33056282351,-0.003179087,2013,2,4,1.22E-04,-0.3179087,0.101065942,7.43E-05
2013/2/5,1115.32,1137.28,1138.65,1115.06,2235262471,26225005310,0.006048762,2013,2,5,3.03E-04,0.6048762,0.365875217,1.45E-04
2013/2/6,1137.63,1135.09,1141.63,1133.67,1673813010,20654500575,-0.000837104,2013,2,6,1.08E-04,-0.0837104,0.007007431,4.20E-05
2013/2/7,1136.24,1137.1,1138.2,1126.03,1846227390,22420468188,0.000768362,2013,2,7,1.38E-04,0.0768362,0.005903802,6.40E-05
2013/2/8,1136.61,1150.86,1154.08,1136.61,1607725619,19355602114,0.005223836,2013,2,8,1.59E-04,0.5223836,0.272884626,7.80E-05
2013/2/18,1156.92,1147.68,1158.99,1140.21,1531248305,19043832918,-0.001201682,2013,2,18,5.69E-04,-0.1201682,0.014440396,2.77E-04
2013/2/19,1146.5,1123.89,1146.55,1119.36,1711353410,20224513838,-0.009097006,2013,2,19,1.95E-04,-0.9097006,0.827555182,1.12E-04
2013/2/20,1123.09,1136.57,1136.67,1123.09,1461957186,17281797340,0.004872382,2013,2,20,9.86E-05,0.4872382,0.237401064,7.75E-05
2013/2/21,1128.29,1108.26,1128.29,1096.95,2146991553,25468651474,-0.01095453,2013,2,21,8.41E-05,-1.095453,1.200017275,3.36E-05
2013/2/22,1106.48,1105.62,1114.11,1104,1227321707,16134922422,-0.001035772,2013,2,22,2.19E-04,-0.1035772,0.010728236,8.52E-05
2013/2/25,1110.22,1114.01,1118.52,1106.14,1144945007,13741813876,0.003283203,2013,2,25,7.72E-05,0.3283203,0.107794219,3.61E-05
2013/2/26,1108.86,1096.54,1121.08,1095.13,1771092573,21059461350,-0.006864611,2013,2,26,5.98E-05,-0.6864611,0.471228842,3.08E-05
2013/2/27,1098.39,1105.58,1110.75,1092.06,1510045404,16592396531,0.003565695,2013,2,27,3.41E-05,0.3565695,0.127141808,1.63E-05
2013/2/28,1108.68,1132.84,1132.93,1105.95,1969303098,24191790631,0.010578402,2013,2,28,1.59E-04,1.0578402,1.119025889,8.46E-05
2013/3/1,1132.95,1144.97,1145.87,1125.51,1716511068,21106922640,0.004625532,2013,3,1,1.68E-04,0.4625532,0.213955463,8.86E-05
2013/3/4,1127.35,1102.99,1129.07,1093.78,2855761020,33013054895,-0.016222533,2013,3,4,1.13E-04,-1.6222533,2.631705769,5.77E-05
2013/3/5,1105.3,1125.94,1126.21,1099.76,2170145136,25620798952,0.008943673,2013,3,5,8.16E-05,0.8943673,0.799892867,3.94E-05
2013/3/6,1130.48,1141.71,1146.15,1130.07,2524671303,26612334872,0.006040557,2013,3,6,8.53E-05,0.6040557,0.364883289,4.42E-05
2013/3/7,1137.22,1127.37,1142.38,1117.08,2119707941,24027594640,-0.005489331,2013,3,7,9.83E-05,-0.5489331,0.301327548,3.96E-05
2013/3/8,1128.34,1123.13,1136.4,1121.75,1181195751,14610227939,-0.001636446,2013,3,8,8.34E-05,-0.1636446,0.026779555,4.10E-05
2013/3/11,1121.17,1121.49,1128.69,1113.74,1109330678,13177823017,-0.000634622,2013,3,11,8.65E-05,-0.0634622,0.004027451,3.69E-05
2013/3/12,1119.99,1105.54,1130.32,1092.14,1521890486,17031073342,-0.006220945,2013,3,12,1.01E-04,-0.6220945,0.387001567,4.69E-05
2013/3/13,1100.89,1089.39,1101.98,1083.17,1220828523,13596260771,-0.006391076,2013,3,13,2.74E-04,-0.6391076,0.408458524,1.40E-04
2013/3/14,1086.2,1094.68,1099.66,1085.76,979521274,11167856857,0.002103799,2013,3,14,1.17E-04,0.2103799,0.044259702,7.26E-05
2013/3/15,1094.42,1096.02,1116.87,1086.18,1732207367,20058610542,0.000531296,2013,3,15,1.05E-04,0.0531296,0.002822754,5.62E-05
2013/3/18,1091.83,1081.97,1099.87,1081.37,1373966451,16533207246,-0.00560326,2013,3,18,9.43E-05,-0.560326,0.313965226,4.28E-05
2013/3/19,1083.75,1085.41,1089.71,1070.92,1180632917,13365910667,0.001378599,2013,3,19,1.20E-04,0.1378599,0.019005352,6.86E-05
2013/3/20,1085.75,1115.53,1115.53,1085.75,1923305820,22461246994,0.011887436,2013,3,20,7.78E-05,1.1887436,1.413111347,4.91E-05
2013/3/21,1115.71,1123.92,1129.97,1113.36,1406855861,16328341650,0.003254145,2013,3,21,1.93E-04,0.3254145,0.105894597,7.82E-05
2013/3/22,1123.4,1122.55,1126.01,1116.16,1241249716,12789942458,-0.000529705,2013,3,22,1.08E-04,-0.0529705,0.002805874,5.78E-05
2013/3/25,1125.76,1118.81,1128.89,1114.55,1094521070,13319468002,-0.001449355,2013,3,25,9.69E-05,-0.1449355,0.021006299,4.56E-05
2013/3/26,1115.86,1108.99,1118.32,1100.25,1356024678,15714760385,-0.003828709,2013,3,26,1.41E-04,-0.3828709,0.146590126,6.52E-05
2013/3/27,1108.47,1113.09,1122.78,1105.86,1130531576,13185395856,0.001602651,2013,3,27,1.95E-04,0.1602651,0.025684902,9.46E-05
2013/3/28,1102.11,1088.4,1102.11,1087.33,1934814657,22313453693,-0.009741748,2013,3,28,8.20E-05,-0.9741748,0.949016541,5.33E-05
2013/3/29,1088.43,1081.23,1093.84,1079.85,1086163510,13510036438,-0.002870446,2013,3,29,1.89E-04,-0.2870446,0.082394602,1.17E-04
2013/4/1,1080.26,1090.78,1094.49,1079.78,1108749093,11814172946,0.003819079,2013,4,1,3.36E-04,0.3819079,0.145853644,1.69E-04
2013/4/2,1093.47,1086.69,1106.7,1082.77,1191893975,13231301691,-0.001631496,2013,4,2,2.83E-04,-0.1631496,0.026617792,1.15E-04
2013/4/3,1091.67,1083.99,1097.29,1079.87,1062078743,10711277218,-0.001080395,2013,4,3,4.92E-04,-0.1080395,0.011672534,3.41E-04
2013/4/8,1068.1,1080.68,1082.15,1058.11,1373609090,16045037440,-0.001328162,2013,4,8,2.23E-04,-0.1328162,0.017640143,1.01E-04
2013/4/9,1082.89,1090.37,1095.97,1082.89,1250567515,14447418714,0.00387678,2013,4,9,2.99E-04,0.387678,0.150294232,1.27E-04
2013/4/10,1091.12,1091.23,1094.81,1082.08,993568772,13955869399,0.000342403,2013,4,10,2.28E-04,0.0342403,0.001172398,1.03E-04
2013/4/11,1098.24,1090.05,1101.43,1089.33,965717130,11559121532,-0.000469878,2013,4,11,1.11E-04,-0.0469878,0.002207853,7.12E-05
2013/4/12,1089.79,1081.09,1094.11,1079.93,916429780,10917073411,-0.003584569,2013,4,12,6.78E-05,-0.3584569,0.128491349,2.65E-05
2013/4/15,1076.85,1072.27,1078.47,1069.93,985431680,10642384275,-0.003557695,2013,4,15,1.76E-04,-0.3557695,0.126571937,9.14E-05
2013/4/16,1064.72,1082.23,1083.75,1063.22,1224883448,14155176039,0.004015413,2013,4,16,2.82E-04,0.4015413,0.161235416,1.32E-04
2013/4/17,1083.09,1088.94,1089,1079.27,1037592887,12943854288,0.002684382,2013,4,17,1.33E-04,0.2684382,0.072059067,6.93E-05
2013/4/18,1083.38,1095.15,1101.91,1080.42,955500450,12149512670,0.002469656,2013,4,18,1.50E-04,0.2469656,0.060992008,6.33E-05
2013/4/19,1096.69,1117.56,1120.64,1096.15,1611007907,19341413861,0.008797242,2013,4,19,7.34E-05,0.8797242,0.773914668,3.72E-05
2013/4/22,1113.93,1119.83,1119.83,1110.31,1419884414,15739476930,0.000881249,2013,4,22,1.30E-04,0.0881249,0.007765998,8.15E-05
2013/4/23,1120.34,1089.91,1120.34,1088.48,1412009636,16509359077,-0.011761461,2013,4,23,1.44E-04,-1.1761461,1.383319649,1.12E-04
2013/4/24,1091.37,1109.4,1112.36,1087.57,1473688973,15584922299,0.007697524,2013,4,24,1.24E-04,0.7697524,0.592518757,7.16E-05
2013/4/25,1105.83,1090.98,1112.03,1090.43,1319053119,13826590061,-0.007271372,2013,4,25,4.61E-05,-0.7271372,0.528728508,3.71E-05
2013/4/26,1092.84,1078.6,1098.12,1076.24,1056991052,10257674524,-0.004956373,2013,4,26,6.13E-05,-0.4956373,0.245656333,3.75E-05
2013/5/2,1074.67,1080.82,1083.12,1071.92,1086092943,12156542285,0.000892957,2013,5,2,7.45E-05,0.0892957,0.007973722,4.19E-05
2013/5/3,1084.47,1100.65,1108.8,1084.47,1421830911,15333694566,0.007895865,2013,5,3,5.89E-05,0.7895865,0.623446841,4.40E-05
2013/5/6,1104.47,1116.21,1118.18,1104.47,1332601499,14168751457,0.006096671,2013,5,6,2.55E-04,0.6096671,0.371693973,1.22E-04
2013/5/7,1115.05,1119.97,1124.41,1111.38,1195880365,14989095401,0.001460481,2013,5,7,9.64E-04,0.1460481,0.021330048,4.81E-04
2013/5/8,1123.83,1126.42,1129.35,1119.78,1478150421,15959347764,0.002493963,2013,5,8,2.74E-04,0.2493963,0.062198514,1.41E-04
2013/5/9,1126.54,1120.25,1128.71,1114.44,1354996924,16038386948,-0.0023854,2013,5,9,7.30E-04,-0.23854,0.056901332,2.49E-04
2013/5/10,1118.58,1131.1,1131.55,1117.4,1096479837,12702687022,0.00418605,2013,5,10,3.81E-04,0.418605,0.175230146,1.98E-04
2013/5/13,1131.48,1127.41,1134.82,1120.39,1290418530,14650403274,-0.00141912,2013,5,13,1.72E-04,-0.141912,0.020139016,9.39E-05
2013/5/14,1125.17,1111.85,1125.83,1104.19,1372873406,15911013745,-0.006035682,2013,5,14,4.81E-04,-0.6035682,0.364294572,1.58E-04
2013/5/15,1113.32,1118.19,1118.25,1109.78,1146837588,12652437995,0.002469404,2013,5,15,2.15E-04,0.2469404,0.060979561,1.08E-04
2013/5/16,1117.06,1135.35,1135.35,1113.29,1651782603,18626958240,0.00661416,2013,5,16,2.94E-04,0.661416,0.437471125,1.78E-04
2013/5/17,1134.18,1149.85,1151.95,1131.32,1815317112,20275404424,0.005511425,2013,5,17,1.87E-04,0.5511425,0.303758055,7.45E-05
2013/5/20,1153.36,1165.66,1167.88,1152.18,2035243778,23101462181,0.005930704,2013,5,20,5.54E-05,0.5930704,0.351732499,4.84E-05
2013/5/21,1167.87,1171.11,1173.8,1162.74,1692734291,18520089209,0.002025796,2013,5,21,1.09E-04,0.2025796,0.041038494,4.64E-05
2013/5/22,1170.57,1165.78,1171.67,1159.33,1744588644,19258798748,-0.001981089,2013,5,22,1.16E-04,-0.1981089,0.039247136,5.85E-05
2013/5/23,1159.67,1153.72,1172.54,1151.74,1835213853,19520597957,-0.004516179,2013,5,23,9.11E-04,-0.4516179,0.203958728,3.53E-04
2013/5/24,1156.84,1159.4,1163.34,1147.03,1273498010,14259838165,0.002132875,2013,5,24,1.31E-04,0.2132875,0.045491558,8.01E-05
2013/5/27,1158.83,1168.68,1168.9,1158.6,1395607004,14622015000,0.003462316,2013,5,27,5.70E-05,0.3462316,0.119876321,2.16E-05
2013/5/28,1170.66,1178.98,1179.12,1158.42,1679378961,18428847099,0.003810826,2013,5,28,1.21E-04,0.3810826,0.145223948,8.26E-05
2013/5/29,1183.94,1185.29,1191.02,1183.74,1860374194,20446495242,0.002318183,2013,5,29,1.12E-04,0.2318183,0.053739724,7.44E-05
2013/5/30,1180.47,1180.33,1184.25,1174.78,1375835375,15042010140,-0.001821175,2013,5,30,1.69E-04,-0.1821175,0.033166784,6.99E-05
2013/5/31,1182.35,1167.04,1185.25,1166.82,1360865706,14737956683,-0.004917704,2013,5,31,1.03E-04,-0.4917704,0.241838126,6.15E-05
2013/6/3,1167.35,1165.83,1175.85,1162.92,1286326164,13752882335,-0.000450515,2013,6,3,8.51E-05,-0.0450515,0.002029638,4.59E-05
2013/6/4,1165.01,1150.39,1165.25,1142.83,1660252990,15324291947,-0.005790129,2013,6,4,1.55E-04,-0.5790129,0.335255938,7.38E-05
2013/6/5,1149.8,1151.85,1152.45,1140.95,1130780085,11965052887,0.000550829,2013,6,5,1.81E-04,0.0550829,0.003034126,7.77E-05
2013/6/6,1148.32,1133.02,1149.52,1131.9,1349214713,13951192226,-0.007158351,2013,6,6,4.31E-05,-0.7158351,0.51241989,4.27E-05
2013/6/7,1134.79,1112.69,1137.07,1109.41,1409880010,14263898305,-0.007863391,2013,6,7,8.04E-05,-0.7863391,0.61832918,3.29E-05
2013/6/13,1098.6,1082.01,1098.6,1064.64,1580101688,17208011723,-0.01214291,2013,6,13,6.01E-05,-1.214291,1.474502633,2.99E-05
2013/6/14,1083.92,1095.93,1097.63,1083.81,1226743186,12784631738,0.005551541,2013,6,14,5.51E-05,0.5551541,0.308196075,2.86E-05
2013/6/17,1101.63,1090.17,1104.92,1085.01,1118879479,13179074823,-0.002288589,2013,6,17,4.42E-04,-0.2288589,0.052376396,2.18E-04
2013/6/18,1093.41,1100.77,1101.27,1085.95,1238260210,12658487141,0.004202358,2013,6,18,1.44E-04,0.4202358,0.176598128,7.35E-05
2013/6/19,1096.81,1095.87,1096.81,1080.66,1240163554,14002136453,-0.001937547,2013,6,19,7.21E-05,-0.1937547,0.037540884,4.37E-05
2013/6/20,1090.14,1060.36,1090.94,1059.93,1289066425,13155078963,-0.014305702,2013,6,20,1.55E-04,-1.4305702,2.046531097,6.71E-05
2013/6/21,1042.96,1053.54,1058.73,1033.37,1440859441,13996469369,-0.002802307,2013,6,21,1.62E-04,-0.2802307,0.078529245,9.27E-05
2013/6/24,1050.96,994.31,1050.96,987.72,2160792678,20642946156,-0.025129222,2013,6,24,3.10E-04,-2.5129222,6.314777983,1.33E-04
2013/6/25,983.12,992.51,995.65,928.19,2491486417,22240826157,-0.000786916,2013,6,25,2.05E-04,-0.0786916,0.006192368,1.19E-04
2013/6/26,995.93,1003.16,1005.93,983.93,1898050158,16358461819,0.004635316,2013,6,26,7.93E-05,0.4635316,0.214861544,5.37E-05
2013/6/27,1004.17,998.91,1022.84,996.89,1758552345,15855894226,-0.001843846,2013,6,27,1.19E-04,-0.1843846,0.033997681,7.00E-05
2013/6/28,993.79,1007.5,1025.2,987.43,2000667584,17690160432,0.003718694,2013,6,28,8.22E-05,0.3718694,0.138286851,3.45E-05
2013/7/1,1004.98,1013.36,1013.36,991.57,1353123796,11883328767,0.002518703,2013,7,1,1.10E-04,0.2518703,0.063438648,6.34E-05
2013/7/2,1013.18,1018.71,1018.71,1004.79,1586182814,14740819999,0.002286812,2013,7,2,5.65E-05,0.2286812,0.052295091,3.30E-05
2013/7/3,1016.15,1013.56,1016.15,995.57,1677807395,14215154184,-0.002201107,2013,7,3,5.37E-05,-0.2201107,0.04844872,3.89E-05
2013/7/4,1008.55,1029.1,1039.11,1003.38,1655162429,15222819970,0.006608115,2013,7,4,1.77E-04,0.6608115,0.436671839,6.99E-05
2013/7/5,1031.99,1027.19,1040.91,1026.97,1377864355,13902384720,-0.000806795,2013,7,5,1.41E-04,-0.0806795,0.006509182,6.57E-05
2013/7/8,1014.44,996.23,1016.95,996.23,1324019806,11647639644,-0.013291167,2013,7,8,1.11E-04,-1.3291167,1.766551202,7.35E-05
2013/7/9,993.89,991.66,1001.73,985.84,990685944,8570269043,-0.00199682,2013,7,9,1.39E-04,-0.199682,0.039872901,6.45E-05
2013/7/10,993.09,1022.82,1022.82,992.2,1387968760,13107774041,0.013436416,2013,7,10,3.03E-05,1.3436416,1.805372749,3.48E-05
2013/7/11,1029.32,1063.4,1073.42,1028.8,3167873269,30881721103,0.016897444,2013,7,11,1.22E-04,1.6897444,2.855236137,7.43E-05
2013/7/12,1061.48,1044.01,1066,1043.62,2097198812,20237031400,-0.007991997,2013,7,12,3.03E-04,-0.7991997,0.63872016,1.45E-04
2013/7/15,1049.23,1057.6,1066.57,1046.45,1451320980,14668945366,0.005616784,2013,7,15,1.08E-04,0.5616784,0.315482625,4.20E-05
2013/7/16,1057.82,1064.5,1064.54,1048.94,1491091234,13689338971,0.002824224,2013,7,16,1.38E-04,0.2824224,0.079762412,6.40E-05
2013/7/17,1062.53,1045.7,1064.94,1045.55,1443368701,13217308619,-0.007738558,2013,7,17,1.59E-04,-0.7738558,0.598852799,7.80E-05
2013/7/18,1041.84,1034.94,1045.68,1031.24,1258426727,11589630327,-0.004491935,2013,7,18,5.69E-04,-0.4491935,0.2017748,2.77E-04
2013/7/19,1036.53,1011.13,1039.74,1010.76,1900099599,17678958150,-0.010108177,2013,7,19,1.95E-04,-1.0108177,1.021752423,1.12E-04
2013/7/22,1005.49,1022.28,1022.33,1000.73,1378163034,12187828882,0.004762868,2013,7,22,9.86E-05,0.4762868,0.226849116,7.75E-05
2013/7/23,1027.83,1053.37,1054.06,1026.47,1807656071,16234272185,0.013011081,2013,7,23,8.41E-05,1.3011081,1.692882288,3.36E-05
2013/7/24,1050.79,1054.35,1057.89,1032.97,1790854043,18235361287,0.000403857,2013,7,24,2.19E-04,0.0403857,0.001631005,8.52E-05
2013/7/25,1055.29,1044.51,1060,1040.06,1445257293,14305790229,-0.0040722,2013,7,25,7.72E-05,-0.40722,0.165828128,3.61E-05
2013/7/26,1040.97,1042.87,1049.45,1032.26,1150438612,11389621936,-0.000682428,2013,7,26,5.98E-05,-0.0682428,0.00465708,3.08E-05
2013/7/29,1037.19,1020.04,1037.19,1015.35,1399118423,13229110969,-0.009612972,2013,7,29,3.41E-05,-0.9612972,0.924092307,1.63E-05
2013/7/30,1022.4,1021.99,1035.31,1008.12,1290457292,12666083312,0.000829444,2013,7,30,1.59E-04,0.0829444,0.006879773,8.46E-05
2013/7/31,1034.35,1031.15,1044.44,1028.89,1304761252,13285653225,0.0038752,2013,7,31,1.68E-04,0.38752,0.15017175,8.86E-05
2013/8/1,1036.87,1054.62,1054.62,1035.16,1348532857,13353412733,0.009774157,2013,8,1,1.13E-04,0.9774157,0.955341451,5.77E-05
2013/8/2,1062.36,1056.09,1067.41,1054.52,1399798182,13761918155,0.000604927,2013,8,2,8.16E-05,0.0604927,0.003659367,3.94E-05
2013/8/5,1055.52,1066.38,1066.38,1052.3,1171427225,11412208867,0.004211061,2013,8,5,8.53E-05,0.4211061,0.177330347,4.42E-05
2013/8/6,1063.41,1076.15,1079.01,1058.43,1853483987,17045332709,0.003960819,2013,8,6,9.83E-05,0.3960819,0.156880872,3.96E-05
2013/8/7,1076.75,1070.14,1082.65,1067.51,1800501579,17396829758,-0.002432212,2013,8,7,8.34E-05,-0.2432212,0.059156552,4.10E-05
2013/8/8,1069.35,1069.55,1077.54,1065.04,1289897273,12701924789,-0.000239505,2013,8,8,8.65E-05,-0.0239505,0.000573626,3.69E-05
2013/8/9,1073.85,1073.86,1081.46,1063.07,1533793848,16034846986,0.001746574,2013,8,9,1.01E-04,0.1746574,0.030505207,4.69E-05
